Index,ED,ESE,504,ELL,Sum Days Sus,ADA,PY SS,FAST PM1 SS,CY IR SS PM1,ELA QC,Port S1,CY IR SS PM2,FAST PM2 SS,CY IR SS PM3,Port S2,FAST PM3 SS,below_level_2,below_level_3
203,1,0,0,0,0,0.895953757,195.0,193.0,538.0,62.0,51.13933333,540.0,202.0,561.0,46.954,222,0.0,0.0
204,1,0,0,0,0,0.895953757,163.0,181.0,475.0,46.0,55.983,517.0,177.0,508.0,31.82775,203,0.0,0.0
205,1,0,0,0,0,0.895953757,166.0,173.0,453.0,69.0,59.97166667,523.0,182.0,514.0,56.0925,215,0.0,0.0
206,1,0,0,0,5,0.895953757,206.0,199.0,532.0,85.0,76.49533333,568.0,202.0,538.0,71.11325,209,0.0,0.0
207,1,0,0,0,0,0.895953757,227.0,226.0,579.0,100.0,88.604,581.0,226.0,613.0,86.27433333,241,0.0,0.0
208,0,0,0,0,0,0.895953757,211.0,203.0,531.0,92.0,77.06566667,565.0,206.0,549.0,67.85725,230,0.0,0.0
209,0,0,0,0,0,0.895953757,161.0,191.0,504.0,31.0,35.32733333,519.0,190.0,525.0,44.958,213,0.0,0.0
210,1,0,0,0,0,0.897058824,,,,,,,,533.0,39.0755,200,0.0,1.0
211,0,0,0,0,0,0.9,,190.0,,,64.7435,542.0,219.0,578.0,65.406,210,0.0,0.0
212,0,0,0,0,0,0.901162791,207.0,181.0,514.0,69.0,66.95166667,520.0,198.0,530.0,71.74375,214,0.0,0.0
213,1,0,0,0,0,0.901162791,179.0,180.0,483.0,54.0,52.99166667,515.0,187.0,523.0,83.47333333,216,0.0,0.0
214,1,1,0,0,0,0.901734104,148.0,182.0,463.0,92.0,63.96033333,440.0,179.0,476.0,49.26475,179,1.0,1.0
215,1,1,0,0,0,0.901734104,152.0,174.0,431.0,62.0,40.45566667,463.0,171.0,515.0,34.559,211,0.0,0.0
216,0,1,0,0,0,0.901734104,157.0,174.0,441.0,38.0,40.17133333,467.0,182.0,539.0,44.25766667,174,1.0,1.0
217,0,1,0,0,0,0.901734104,194.0,198.0,485.0,100.0,94.4445,561.0,216.0,590.0,78.7815,218,0.0,0.0
218,0,0,0,0,0,0.901734104,205.0,213.0,540.0,69.0,66.95166667,545.0,223.0,568.0,90.546,219,0.0,0.0
219,1,0,0,0,0,0.901734104,180.0,175.0,520.0,54.0,43.01966667,473.0,184.0,506.0,37.71,172,1.0,1.0
220,0,0,0,0,0,0.901734104,198.0,226.0,524.0,77.0,75.071,552.0,225.0,576.0,73.5295,218,0.0,0.0
221,0,0,0,0,0,0.901734104,200.0,200.0,550.0,62.0,79.487,548.0,209.0,568.0,67.78733333,218,0.0,0.0
222,1,1,0,0,0,0.901734104,206.0,193.0,528.0,92.0,76.49566667,543.0,207.0,581.0,68.17225,215,0.0,0.0
223,0,0,0,0,0,0.901734104,217.0,224.0,563.0,85.0,79.05966667,564.0,231.0,576.0,75.63033333,233,0.0,0.0
224,1,1,0,0,0,0.901734104,170.0,140.0,450.0,77.0,79.33633333,530.0,181.0,475.0,42.22675,140,1.0,1.0
225,0,0,0,0,0,0.901734104,191.0,195.0,511.0,100.0,85.32733333,539.0,203.0,571.0,86.1345,224,0.0,0.0
226,0,0,0,0,0,0.901734104,206.0,206.0,585.0,100.0,86.04,597.0,219.0,609.0,83.50825,213,0.0,0.0
227,1,0,0,0,0,0.901734104,198.0,187.0,534.0,69.0,70.7265,530.0,194.0,573.0,65.1265,212,0.0,0.0
228,1,0,0,0,0,0.901734104,,160.0,462.0,42.0,41.52433333,477.0,176.0,532.0,53.99175,186,0.0,1.0
229,1,0,0,0,0,0.901734104,177.0,171.0,435.0,38.0,51.56733333,489.0,195.0,523.0,44.853,197,0.0,1.0
230,0,0,0,0,0,0.901734104,,200.0,516.0,85.0,79.772,577.0,197.0,587.0,80.8825,230,0.0,0.0
231,1,0,0,0,0,0.901734104,208.0,200.0,551.0,100.0,85.641,550.0,206.0,596.0,93.69766667,219,0.0,0.0
232,0,0,0,0,0,0.901734104,165.0,202.0,554.0,92.0,70.584,591.0,220.0,604.0,71.11325,243,0.0,0.0
233,1,0,0,0,1,0.901734104,,190.0,498.0,77.0,69.08833333,533.0,187.0,517.0,51.5755,196,0.0,1.0
234,1,1,0,0,0,0.901960784,,,,,,,,,,175,1.0,1.0
235,1,0,0,0,0,0.902439024,,,507.0,77.0,66.23933333,535.0,202.0,596.0,54.307,209,0.0,0.0
236,1,0,0,0,0,0.902777778,,179.0,,62.0,67.66366667,496.0,182.0,515.0,55.46225,189,0.0,1.0
237,0,0,0,1,0,0.903225806,,,,,,,,,,184,1.0,1.0
238,1,0,0,1,0,0.903703704,189.0,193.0,508.0,,,,183.0,543.0,46.07833333,209,0.0,0.0
239,1,0,0,0,0,0.906432749,195.0,197.0,521.0,77.0,85.32733333,521.0,202.0,592.0,81.7225,218,0.0,0.0
240,1,0,0,0,0,0.906976744,215.0,194.0,550.0,85.0,75.78333333,555.0,198.0,584.0,70.86866667,206,0.0,0.0
241,1,0,1,0,0,0.906976744,177.0,173.0,471.0,46.0,57.40733333,517.0,181.0,522.0,29.55166667,203,0.0,0.0
242,1,0,0,0,0,0.906976744,187.0,183.0,500.0,62.0,64.55466667,517.0,185.0,527.0,56.933,203,0.0,0.0
243,1,1,0,0,0,0.907514451,153.0,140.0,439.0,46.0,43.44733333,468.0,182.0,481.0,41.3865,202,0.0,0.0
244,1,0,1,0,0,0.907514451,188.0,171.0,475.0,77.0,52.13666667,499.0,177.0,530.0,63.4455,182,1.0,1.0
245,1,0,0,0,1,0.907514451,170.0,140.0,463.0,69.0,47.00866667,520.0,183.0,501.0,34.31366667,197,0.0,1.0
246,1,1,0,0,0,0.907514451,215.0,188.0,525.0,,0.0,513.0,197.0,560.0,71.429,212,0.0,0.0
247,1,0,0,0,0,0.907514451,194.0,190.0,516.0,69.0,61.396,525.0,200.0,532.0,73.66933333,215,0.0,0.0
248,1,0,0,0,0,0.907514451,193.0,189.0,499.0,77.0,73.93133333,519.0,200.0,530.0,68.1725,211,0.0,0.0
249,1,0,0,0,0,0.907514451,204.0,182.0,530.0,100.0,88.604,569.0,225.0,584.0,77.311,233,0.0,0.0
250,0,1,0,0,0,0.907514451,172.0,196.0,511.0,100.0,91.168,532.0,199.0,540.0,81.0925,204,0.0,0.0
251,0,0,1,0,0,0.907514451,178.0,163.0,471.0,69.0,67.66366667,515.0,181.0,523.0,61.44975,211,0.0,0.0
252,0,0,1,0,0,0.907514451,204.0,212.0,527.0,92.0,82.76333333,569.0,208.0,571.0,86.76475,221,0.0,0.0
253,1,0,0,0,0,0.907514451,199.0,195.0,537.0,85.0,85.32733333,542.0,202.0,565.0,83.5085,215,0.0,0.0
254,0,0,0,0,0,0.907514451,162.0,175.0,429.0,69.0,67.66366667,485.0,187.0,518.0,41.59675,196,0.0,1.0
255,1,0,0,0,0,0.907514451,169.0,180.0,465.0,54.0,53.70366667,492.0,180.0,507.0,55.182,191,0.0,1.0
256,1,0,0,0,0,0.907514451,236.0,218.0,551.0,92.0,96.154,595.0,201.0,604.0,68.80275,221,0.0,0.0
257,0,0,1,0,0,0.907514451,153.0,167.0,451.0,85.0,79.772,512.0,207.0,540.0,61.3445,207,0.0,0.0
258,1,0,0,0,0,0.907514451,210.0,185.0,567.0,92.0,83.476,545.0,210.0,546.0,86.27466667,229,0.0,0.0
259,1,0,1,0,1,0.907514451,176.0,187.0,490.0,54.0,54.416,513.0,188.0,496.0,55.4625,219,0.0,0.0
260,1,0,0,0,0,0.907514451,,162.0,434.0,54.0,37.17933333,468.0,167.0,477.0,34.2435,181,1.0,1.0
261,0,0,0,0,0,0.907514451,,192.0,499.0,69.0,76.49566667,520.0,201.0,557.0,69.643,221,0.0,0.0
262,1,0,0,0,0,0.907514451,191.0,205.0,536.0,85.0,73.21933333,558.0,207.0,547.0,73.24933333,224,0.0,0.0
263,1,0,0,0,0,0.907514451,206.0,201.0,514.0,62.0,61.82333333,559.0,209.0,586.0,74.05475,224,0.0,0.0
264,0,0,0,0,0,0.907514451,163.0,179.0,441.0,31.0,40.45566667,422.0,164.0,445.0,41.5965,154,1.0,1.0
265,1,0,0,0,0,0.907894737,,,,,,,,513.0,73.3195,213,0.0,0.0
266,1,0,1,0,3,0.908045977,164.0,140.0,452.0,38.0,41.453,508.0,180.0,492.0,35.50425,203,0.0,0.0
267,1,0,0,0,0,0.909090909,,175.0,,77.0,71.36733333,508.0,195.0,515.0,70.273,195,0.0,1.0
268,1,0,0,1,0,0.910447761,,,,,30.983,447.0,140.0,450.0,42.227,173,1.0,1.0
269,0,1,0,0,0,0.912280702,199.0,140.0,470.0,77.0,77.635,548.0,171.0,547.0,69.85275,217,0.0,0.0
270,1,1,0,0,0,0.912790698,155.0,195.0,478.0,85.0,59.54433333,525.0,201.0,511.0,52.206,216,0.0,0.0
271,0,0,0,0,2,0.912790698,197.0,199.0,521.0,69.0,58.547,519.0,195.0,540.0,64.60075,208,0.0,0.0
272,1,1,0,0,0,0.913043478,167.0,,,,,,,507.0,39.35533333,201,0.0,0.0
273,1,0,1,0,0,0.913043478,,183.0,,,15.385,486.0,140.0,497.0,44.538,227,0.0,0.0
274,1,0,0,0,0,0.913294798,177.0,175.0,450.0,8.0,20.5125,475.0,158.0,507.0,37.402,191,0.0,1.0
275,1,1,0,0,0,0.913294798,171.0,169.0,393.0,62.0,37.506,401.0,140.0,458.0,45.168,177,1.0,1.0
276,1,0,0,0,0,0.913294798,190.0,191.0,510.0,46.0,52.99166667,511.0,193.0,510.0,43.69733333,207,0.0,0.0
277,1,1,0,0,0,0.913294798,175.0,184.0,403.0,62.0,51.852,470.0,190.0,530.0,38.93533333,196,0.0,1.0
278,0,1,0,0,0,0.913294798,155.0,167.0,382.0,62.0,61.538,391.0,140.0,440.0,,186,0.0,1.0
279,1,0,1,0,0,0.913294798,191.0,194.0,519.0,77.0,68.09133333,540.0,210.0,570.0,69.328,192,0.0,1.0
280,1,0,0,1,0,0.913294798,175.0,164.0,433.0,62.0,39.316,489.0,185.0,527.0,41.03666667,203,0.0,0.0
281,0,1,0,0,0,0.913294798,138.0,140.0,427.0,15.0,34.6155,418.0,179.0,495.0,32.45775,181,1.0,1.0
282,1,0,0,0,0,0.913294798,196.0,206.0,537.0,92.0,84.188,527.0,203.0,600.0,85.29425,213,0.0,0.0
283,0,0,0,0,0,0.913294798,225.0,208.0,574.0,92.0,82.76333333,562.0,219.0,577.0,77.62625,215,0.0,0.0
284,1,0,0,0,0,0.913294798,,207.0,534.0,85.0,71.36733333,571.0,219.0,598.0,68.8025,209,0.0,0.0
285,1,1,0,1,0,0.913294798,162.0,146.0,448.0,62.0,44.15966667,454.0,140.0,514.0,49.0545,192,0.0,1.0
286,0,1,0,0,0,0.913294798,208.0,199.0,521.0,92.0,80.91166667,574.0,198.0,569.0,88.23525,224,0.0,0.0
287,1,0,0,0,0,0.913294798,181.0,182.0,468.0,54.0,44.44433333,513.0,194.0,516.0,39.28575,201,0.0,0.0
288,1,0,1,0,0,0.913294798,176.0,140.0,455.0,46.0,30.19933333,463.0,174.0,520.0,40.196,209,0.0,0.0
289,1,1,0,0,0,0.913294798,180.0,182.0,457.0,62.0,30.769,497.0,180.0,480.0,42.15666667,187,0.0,1.0
290,1,0,0,0,0,0.913294798,218.0,206.0,555.0,100.0,93.73233333,580.0,234.0,592.0,83.8235,232,0.0,0.0
291,0,0,0,0,0,0.913294798,203.0,218.0,569.0,92.0,80.91166667,576.0,223.0,586.0,85.29425,235,0.0,0.0
292,1,0,0,0,0,0.913294798,176.0,192.0,481.0,62.0,55.84,512.0,169.0,526.0,40.441,193,0.0,1.0
293,0,0,0,0,0,0.913294798,210.0,201.0,517.0,85.0,82.76333333,551.0,210.0,553.0,75.52525,218,0.0,0.0
294,1,0,0,0,0,0.913294798,194.0,199.0,531.0,69.0,54.84333333,549.0,214.0,570.0,70.58833333,210,0.0,0.0
295,1,0,0,0,0,0.913294798,178.0,186.0,454.0,69.0,46.58133333,503.0,185.0,517.0,63.7605,207,0.0,0.0
296,0,0,0,0,0,0.913294798,186.0,194.0,506.0,46.0,59.25933333,532.0,188.0,538.0,55.882,201,0.0,0.0
297,0,0,0,0,0,0.913294798,159.0,175.0,473.0,38.0,42.308,497.0,186.0,544.0,61.66,208,0.0,0.0
298,1,0,1,0,0,0.913294798,167.0,175.0,462.0,62.0,72.07966667,487.0,184.0,478.0,29.55166667,183,1.0,1.0
299,1,0,0,0,0,0.913294798,,205.0,525.0,100.0,88.889,556.0,218.0,578.0,59.8735,227,0.0,0.0
300,1,0,0,0,0,0.913294798,,184.0,517.0,85.0,86.03966667,549.0,206.0,542.0,73.73975,222,0.0,0.0
301,1,1,0,0,0,0.917159763,140.0,156.0,395.0,25.0,39.245,407.0,166.0,476.0,25.20966667,170,1.0,1.0
302,1,0,0,0,0,0.918604651,187.0,194.0,522.0,85.0,73.50433333,521.0,203.0,571.0,75.21,213,0.0,0.0
303,1,1,0,0,0,0.919075145,158.0,184.0,415.0,23.0,26.211,486.0,156.0,493.0,59.94366667,166,1.0,1.0
304,0,0,0,0,0,0.919075145,174.0,181.0,468.0,85.0,72.07966667,513.0,190.0,518.0,74.36975,196,0.0,1.0
305,1,0,0,0,0,0.919075145,,203.0,525.0,92.0,90.45566667,592.0,210.0,568.0,71.4285,218,0.0,0.0
306,1,0,1,0,0,0.919075145,199.0,181.0,477.0,77.0,72.07966667,518.0,186.0,532.0,53.64133333,209,0.0,0.0
307,0,0,0,0,0,0.919075145,169.0,170.0,441.0,38.0,30.912,487.0,179.0,484.0,55.252,195,0.0,1.0
308,1,0,0,0,0,0.919075145,207.0,207.0,524.0,92.0,80.91166667,549.0,209.0,542.0,71.70866667,216,0.0,0.0
309,1,0,0,0,0,0.919075145,208.0,199.0,530.0,85.0,76.49533333,550.0,199.0,595.0,70.86866667,216,0.0,0.0
