CODED_ID,SCHOOL_ID,GRADE,GENDER,FNR_STATUS_CODE,FNR_STATUS_DESCRIPTION,SINGLE_ETHNICITY,LEP_CODE,LEP_DESCRIPTION,PRIM_EX_CODE,PRIM_EX,OTHER_EX_CODES,OTHER_EX,GIFTED,ESE,HOMELESS_CODE,HOMELESS_CAUSE,HOMELESS_UNAC_YTH,GIFTED_ELIG,S504,PRIM_HOME_LANG,LNF,PSF,NWF_Letter,NWF_Word,ORF_WC,UnifiedScore,FAST_Equivalent_Score,PR,NCE,Overall_Scale_Score,Phonological_Awareness_Scale_Score,Phonics_Scale_Score,Vocabulary_Scale_Score,FAST_PM3_AchievementLevel,iReady_Spring_Placement
1194123,41,2,M,D,Direct Cert/Free Lunch [D],White,ZZ,Not applicable [ZZ],V,V - Other Health Impaired,"G,H,P","G - Language Impaired,H - Deaf or Hard Of Hearing,P - Autism Spectrum Disorder",N,Y,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,28.0,8.0,12.0,835.0,150.0,36.0,42.5,454.0,,497.0,416.0,Level 2,
1200647,41,2,M,D,Direct Cert/Free Lunch [D],White,ZZ,Not applicable [ZZ],V,V - Other Health Impaired,,,N,Y,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,21.0,7.0,12.0,746.0,119.0,8.0,20.4,393.0,396.0,394.0,395.0,Level 2,1 Grade Level Below
1201297,41,2,F,D,Direct Cert/Free Lunch [D],White,ZZ,Not applicable [ZZ],W,W - Intellectual Disability,"D,G,V","D - Occupational Therapy,G - Language Impaired,V - Other Health Impaired",N,Y,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,,,,683.0,98.0,4.0,13.1,333.0,319.0,336.0,306.0,Level 1,2 Grade Levels Below
1204691,41,2,M,F,Eligible for Free Lunch [F],Other,ZZ,Not applicable [ZZ],W,W - Intellectual Disability,"D,F,G","D - Occupational Therapy,F - Speech Impaired,G - Language Impaired",N,Y,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,0.0,0.0,,584.0,65.0,1.0,1.0,312.0,263.0,303.0,304.0,,2 Grade Levels Below
1205353,41,1,M,D,Direct Cert/Free Lunch [D],Black or African American,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,59.0,41.0,59.0,17.0,37.0,796.0,136.0,69.0,60.4,414.0,432.0,429.0,389.0,Level 4,Mid or Above Grade Level
1205434,41,2,F,0,Paid Lunch [0],Hispanic,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Section 504 Eligible + Plan [Y],EN,,,36.0,7.0,37.0,796.0,136.0,23.0,34.4,434.0,454.0,397.0,459.0,Level 2,Early On Grade Level
1205446,41,1,F,0,Paid Lunch [0],Hispanic,ZZ,Not applicable [ZZ],V,V - Other Health Impaired,"F,G,T","F - Speech Impaired,G - Language Impaired,T - Developmentally Delayed",N,Y,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,38.0,4.0,1.0,0.0,,591.0,67.0,1.0,1.0,359.0,338.0,377.0,337.0,Level 1,1 Grade Level Below
1206233,41,2,M,3,Eligible for Reduced Lunch [3],White,ZZ,Not applicable [ZZ],K,K - Specific Learning Disabled,,,N,Y,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,40.0,8.0,28.0,785.0,133.0,19.0,31.5,399.0,423.0,438.0,357.0,Level 2,Early On Grade Level
1206724,41,2,F,D,Direct Cert/Free Lunch [D],Other,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,77.0,26.0,60.0,930.0,182.0,74.0,63.5,495.0,,509.0,478.0,Level 4,Mid or Above Grade Level
1206737,41,1,F,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Section 504 Eligible + Plan [Y],EN,28.0,26.0,18.0,0.0,1.0,761.0,125.0,53.0,51.6,393.0,392.0,367.0,397.0,Level 2,Mid or Above Grade Level
1207044,41,1,M,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,49.0,44.0,35.0,10.0,21.0,823.0,146.0,78.0,66.3,422.0,458.0,408.0,428.0,Level 5,Mid or Above Grade Level
1207502,41,1,F,D,Direct Cert/Free Lunch [D],Black or African American,ZZ,Not applicable [ZZ],T,T - Developmentally Delayed,"F,G","F - Speech Impaired,G - Language Impaired",N,Y,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,7.0,0.0,0.0,0.0,0.0,628.0,80.0,5.0,15.4,341.0,322.0,347.0,404.0,Level 1,1 Grade Level Below
1207756,41,1,F,3,Eligible for Reduced Lunch [3],Black or African American,ZZ,Not applicable [ZZ],T,T - Developmentally Delayed,G,G - Language Impaired,N,Y,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,,,,564.0,58.0,1.0,1.0,356.0,380.0,386.0,366.0,Level 1,1 Grade Level Below
1207757,41,1,F,3,Eligible for Reduced Lunch [3],Black or African American,ZZ,Not applicable [ZZ],T,T - Developmentally Delayed,G,G - Language Impaired,N,Y,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,,,,621.0,77.0,5.0,15.4,304.0,313.0,306.0,278.0,Level 1,1 Grade Level Below
1207758,41,1,F,3,Eligible for Reduced Lunch [3],Black or African American,ZZ,Not applicable [ZZ],T,T - Developmentally Delayed,G,G - Language Impaired,N,Y,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,12.0,0.0,0.0,0.0,,657.0,89.0,9.0,21.8,319.0,321.0,346.0,295.0,Level 1,1 Grade Level Below
1208076,41,1,M,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],P,P - Autism Spectrum Disorder,"D,G,T","D - Occupational Therapy,G - Language Impaired,T - Developmentally Delayed",N,Y,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,0.0,0.0,0.0,0.0,,544.0,51.0,1.0,1.0,287.0,263.0,283.0,248.0,,2 Grade Levels Below
1208327,41,2,M,D,Direct Cert/Free Lunch [D],Hispanic,LY,LEP in LEP classes [LY],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],SP,,,,,92.0,864.0,159.0,47.0,48.4,473.0,,477.0,464.0,Level 2,Mid or Above Grade Level
1208442,41,2,M,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,Y,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,116.0,37.0,132.0,1046.0,221.0,99.0,99.0,549.0,,534.0,593.0,Level 5,Mid or Above Grade Level
1208461,41,2,M,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],K,K - Specific Learning Disabled,,,N,Y,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,27.0,3.0,19.0,615.0,75.0,3.0,10.4,383.0,353.0,372.0,412.0,Level 1,1 Grade Level Below
1208506,41,2,M,D,Direct Cert/Free Lunch [D],White,ZZ,Not applicable [ZZ],V,V - Other Health Impaired,,,N,Y,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,33.0,10.0,9.0,762.0,125.0,12.0,25.3,436.0,,431.0,432.0,Level 2,
1208845,41,1,M,3,Eligible for Reduced Lunch [3],Hispanic,LY,LEP in LEP classes [LY],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Section 504 Eligible + Plan [Y],SP,12.0,0.0,0.0,0.0,0.0,711.0,108.0,23.0,34.4,339.0,302.0,342.0,317.0,Level 1,1 Grade Level Below
1210187,41,1,M,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Section 504 Eligible + Plan [Y],EN,60.0,27.0,28.0,6.0,67.0,868.0,161.0,89.0,75.8,438.0,416.0,413.0,431.0,Level 5,Mid or Above Grade Level
1210195,41,2,F,F,Eligible for Free Lunch [F],Black or African American,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,45.0,14.0,68.0,887.0,167.0,56.0,53.2,437.0,,447.0,457.0,Level 2,Early On Grade Level
1210309,41,2,M,D,Direct Cert/Free Lunch [D],Other,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Section 504 Eligible + Plan [Y],EN,,,,,97.0,901.0,172.0,63.0,57.0,445.0,,448.0,443.0,Level 3,Early On Grade Level
1210316,41,2,F,0,Paid Lunch [0],Asian,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,43.0,14.0,49.0,847.0,154.0,40.0,44.7,448.0,,443.0,483.0,Level 3,Early On Grade Level
1210508,41,2,M,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,45.0,15.0,31.0,787.0,133.0,20.0,32.3,416.0,,451.0,418.0,Level 2,Mid or Above Grade Level
1210509,41,1,M,D,Direct Cert/Free Lunch [D],Other,ZZ,Not applicable [ZZ],T,T - Developmentally Delayed,,,N,Y,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,38.0,13.0,9.0,0.0,0.0,735.0,116.0,36.0,42.5,368.0,371.0,390.0,337.0,Level 3,Mid or Above Grade Level
1210602,41,1,M,D,Direct Cert/Free Lunch [D],Hispanic,ZZ,Not applicable [ZZ],V,V - Other Health Impaired,F,F - Speech Impaired,N,Y,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,19.0,23.0,25.0,4.0,11.0,646.0,86.0,7.0,18.9,381.0,338.0,374.0,340.0,Level 4,Early On Grade Level
1210682,41,2,F,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,43.0,12.0,72.0,776.0,130.0,16.0,29.1,465.0,,485.0,468.0,Level 3,1 Grade Level Below
1210723,41,2,F,D,Direct Cert/Free Lunch [D],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,102.0,35.0,113.0,954.0,190.0,83.0,70.1,514.0,,550.0,498.0,Level 3,Early On Grade Level
1210751,41,2,M,3,Eligible for Reduced Lunch [3],White,ZZ,Not applicable [ZZ],,,,,Y,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,114.0,33.0,60.0,1004.0,207.0,95.0,84.6,495.0,,477.0,489.0,Level 4,Mid or Above Grade Level
1210831,41,2,M,D,Direct Cert/Free Lunch [D],Hispanic,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,59.0,16.0,28.0,847.0,154.0,40.0,44.7,437.0,,465.0,428.0,Level 4,Early On Grade Level
1210840,41,2,F,D,Direct Cert/Free Lunch [D],Asian,ZZ,Tested - not eligible [TZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,65.0,16.0,60.0,895.0,170.0,60.0,55.3,475.0,,508.0,473.0,Level 3,Mid or Above Grade Level
1210855,41,2,M,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,86.0,24.0,71.0,896.0,170.0,60.0,55.3,468.0,,487.0,458.0,Level 3,Mid or Above Grade Level
1210885,41,2,M,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,,,121.0,993.0,203.0,93.0,81.1,523.0,,560.0,555.0,Level 5,Mid or Above Grade Level
1210911,41,2,M,D,Direct Cert/Free Lunch [D],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,,,89.0,896.0,170.0,60.0,55.3,466.0,,499.0,478.0,Level 4,Early On Grade Level
1210924,41,2,M,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,94.0,29.0,81.0,922.0,179.0,71.0,61.7,494.0,,523.0,464.0,Level 4,Mid or Above Grade Level
1210937,41,2,M,D,Direct Cert/Free Lunch [D],Black or African American,ZZ,Not applicable [ZZ],V,V - Other Health Impaired,,,N,Y,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,41.0,10.0,18.0,769.0,127.0,14.0,27.2,406.0,428.0,398.0,381.0,Level 1,1 Grade Level Below
1210938,41,2,M,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,73.0,24.0,59.0,936.0,184.0,77.0,65.6,467.0,,470.0,430.0,Level 4,Mid or Above Grade Level
1210950,41,2,F,D,Direct Cert/Free Lunch [D],White,ZZ,Not applicable [ZZ],V,V - Other Health Impaired,K,K - Specific Learning Disabled,N,Y,N,Not homeless [Z],Z - Not homeless,Z,IDEA Eligible & Section 504 Dismissal [Z],EN,,,30.0,7.0,9.0,615.0,75.0,3.0,10.4,375.0,379.0,386.0,331.0,Level 1,2 Grade Levels Below
1210957,41,2,F,0,Paid Lunch [0],Black or African American,ZZ,Not applicable [ZZ],,,,,Y,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,102.0,35.0,103.0,979.0,198.0,91.0,78.2,513.0,,537.0,526.0,Level 5,Mid or Above Grade Level
1210971,41,2,M,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,44.0,14.0,72.0,887.0,167.0,56.0,53.2,487.0,,487.0,487.0,Level 4,Early On Grade Level
1210977,41,2,F,3,Eligible for Reduced Lunch [3],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,110.0,35.0,82.0,942.0,186.0,79.0,67.0,511.0,,576.0,535.0,Level 5,Mid or Above Grade Level
1210998,41,2,F,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,45.0,15.0,18.0,904.0,173.0,64.0,57.5,463.0,,482.0,442.0,Level 4,Mid or Above Grade Level
1211014,41,2,M,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,76.0,25.0,55.0,876.0,164.0,52.0,51.1,468.0,,510.0,433.0,Level 4,Mid or Above Grade Level
1211017,41,2,M,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,,,130.0,1029.0,215.0,98.0,93.3,513.0,,512.0,517.0,Level 5,Mid or Above Grade Level
1211025,41,2,M,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,40.0,8.0,57.0,840.0,151.0,38.0,43.6,431.0,,458.0,451.0,Level 2,1 Grade Level Below
1211030,41,2,F,D,Direct Cert/Free Lunch [D],Other,ZZ,Not applicable [ZZ],,,,,Y,N,N,Not homeless [Z],Z - Not homeless,A,Not 504 Eligible[Z],EN,,,,,86.0,925.0,180.0,72.0,62.3,500.0,,547.0,483.0,Level 3,Mid or Above Grade Level
1211037,41,2,M,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Section 504 Eligible + Plan [Y],EN,,,60.0,17.0,63.0,928.0,181.0,74.0,63.5,449.0,,500.0,440.0,Level 3,Early On Grade Level
1211040,41,2,F,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,102.0,35.0,100.0,924.0,180.0,72.0,62.3,523.0,,506.0,501.0,Level 4,Mid or Above Grade Level
1211044,41,2,M,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],V,V - Other Health Impaired,,,N,Y,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,20.0,5.0,13.0,615.0,75.0,3.0,10.4,392.0,447.0,366.0,435.0,Level 1,1 Grade Level Below
1211050,41,2,M,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,107.0,34.0,65.0,954.0,190.0,83.0,70.1,491.0,,512.0,457.0,Level 4,Mid or Above Grade Level
1211065,41,2,M,D,Direct Cert/Free Lunch [D],Hispanic,ZZ,Tested - not eligible [TZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],SP,,,133.0,41.0,68.0,831.0,148.0,35.0,41.9,487.0,,510.0,432.0,Level 2,Early On Grade Level
1211158,41,2,F,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Section 504 Eligible + Plan [Y],EN,,,45.0,13.0,22.0,821.0,145.0,32.0,40.1,425.0,,436.0,414.0,Level 3,1 Grade Level Below
1211163,41,2,F,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,22.0,8.0,18.0,792.0,135.0,21.0,33.0,429.0,,452.0,459.0,Level 2,Early On Grade Level
1211172,41,2,M,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,,,145.0,964.0,193.0,86.0,72.8,487.0,,514.0,494.0,Level 5,Mid or Above Grade Level
1211219,41,2,M,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,82.0,23.0,84.0,956.0,191.0,84.0,70.9,504.0,,490.0,507.0,Level 5,Mid or Above Grade Level
1211267,41,1,F,0,Paid Lunch [0],Hispanic,ZZ,Tested - not eligible [TZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],SP,43.0,34.0,54.0,16.0,34.0,930.0,182.0,96.0,86.9,481.0,446.0,505.0,450.0,Level 5,Mid or Above Grade Level
1211286,41,2,F,D,Direct Cert/Free Lunch [D],Asian,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,32.0,6.0,25.0,615.0,75.0,3.0,10.4,439.0,,473.0,412.0,Level 3,Early On Grade Level
1211329,41,2,M,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,,,147.0,1075.0,231.0,99.0,99.0,574.0,,565.0,598.0,Level 5,Mid or Above Grade Level
1211330,41,2,F,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,57.0,16.0,77.0,951.0,189.0,82.0,69.3,505.0,,505.0,509.0,Level 4,Mid or Above Grade Level
1211335,41,2,F,D,Direct Cert/Free Lunch [D],Black or African American,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,46.0,14.0,30.0,895.0,170.0,60.0,55.3,459.0,,502.0,468.0,Level 3,Early On Grade Level
1211336,41,2,F,0,Paid Lunch [0],Hispanic,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,31.0,9.0,11.0,839.0,151.0,38.0,43.6,449.0,,485.0,460.0,Level 5,Mid or Above Grade Level
1211371,41,2,M,D,Direct Cert/Free Lunch [D],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,45.0,14.0,40.0,842.0,152.0,39.0,44.1,450.0,,519.0,427.0,Level 3,Early On Grade Level
1211451,41,2,M,D,Direct Cert/Free Lunch [D],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,79.0,24.0,64.0,893.0,169.0,59.0,54.8,486.0,,494.0,493.0,Level 3,Mid or Above Grade Level
1211481,41,2,F,F,Eligible for Free Lunch [F],Other,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,45.0,13.0,21.0,798.0,137.0,23.0,34.4,423.0,430.0,406.0,434.0,Level 4,Mid or Above Grade Level
1211486,41,2,F,D,Direct Cert/Free Lunch [D],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,85.0,24.0,60.0,886.0,167.0,56.0,53.2,476.0,,503.0,459.0,Level 3,Mid or Above Grade Level
1211512,41,2,M,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,Y,N,N,Not homeless [Z],Z - Not homeless,Z,Section 504 Eligible + Plan [Y],EN,,,,,121.0,1007.0,208.0,95.0,84.6,518.0,,553.0,555.0,Level 4,Mid or Above Grade Level
1211526,41,2,M,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,,,102.0,1058.0,225.0,99.0,99.0,500.0,,528.0,518.0,Level 5,Mid or Above Grade Level
1211567,41,2,F,D,Direct Cert/Free Lunch [D],Hispanic,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,30.0,10.0,15.0,775.0,129.0,16.0,29.1,406.0,,431.0,419.0,Level 2,Early On Grade Level
1211606,41,2,M,D,Direct Cert/Free Lunch [D],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,56.0,16.0,65.0,1001.0,206.0,95.0,84.6,512.0,,546.0,520.0,Level 5,Mid or Above Grade Level
1211625,41,2,F,D,Direct Cert/Free Lunch [D],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,73.0,24.0,53.0,913.0,176.0,67.0,59.3,494.0,,459.0,487.0,Level 4,Mid or Above Grade Level
1211626,41,1,M,D,Direct Cert/Free Lunch [D],Other,ZZ,Not applicable [ZZ],K,K - Specific Learning Disabled,,,N,Y,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,16.0,25.0,20.0,5.0,4.0,769.0,127.0,57.0,53.7,369.0,388.0,388.0,370.0,Level 3,Mid or Above Grade Level
1211633,41,2,F,D,Direct Cert/Free Lunch [D],Other,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,91.0,27.0,69.0,962.0,193.0,86.0,72.8,509.0,,514.0,519.0,Level 4,Mid or Above Grade Level
1211692,41,2,F,F,Eligible for Free Lunch [F],Hispanic,LY,LEP in LEP classes [LY],K,K - Specific Learning Disabled,,,N,Y,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],SP,,,14.0,2.0,2.0,760.0,124.0,12.0,25.3,406.0,398.0,377.0,418.0,Level 1,2 Grade Levels Below
1211811,41,2,F,3,Eligible for Reduced Lunch [3],Hispanic,ZZ,Tested - not eligible [TZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],SP,,,117.0,37.0,69.0,921.0,179.0,71.0,61.7,498.0,,523.0,464.0,Level 2,Mid or Above Grade Level
1211929,41,1,F,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],P,P - Autism Spectrum Disorder,"D,E,G,T","D - Occupational Therapy,E - Physical Therapy,G - Language Impaired,T - Developmentally Delayed",N,Y,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,,,,,,,,295.0,319.0,368.0,292.0,,2 Grade Levels Below
1211959,41,1,F,D,Direct Cert/Free Lunch [D],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,46.0,74.0,58.0,17.0,41.0,781.0,131.0,62.0,56.4,405.0,396.0,392.0,423.0,Level 5,Mid or Above Grade Level
1211960,41,1,M,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,47.0,43.0,26.0,6.0,14.0,947.0,188.0,98.0,93.3,431.0,464.0,432.0,386.0,Level 5,Mid or Above Grade Level
1212065,41,2,M,D,Direct Cert/Free Lunch [D],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,44.0,13.0,43.0,615.0,75.0,3.0,10.4,448.0,,475.0,470.0,Level 3,Early On Grade Level
1212092,41,1,M,3,Eligible for Reduced Lunch [3],Hispanic,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],SP,33.0,26.0,33.0,7.0,11.0,755.0,123.0,50.0,50.0,394.0,384.0,385.0,374.0,Level 3,Mid or Above Grade Level
1212221,41,1,M,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,Y,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,73.0,56.0,86.0,28.0,76.0,933.0,183.0,97.0,89.6,479.0,459.0,491.0,511.0,Level 5,Mid or Above Grade Level
1212411,41,1,F,F,Eligible for Free Lunch [F],Black or African American,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,33.0,48.0,27.0,9.0,20.0,842.0,152.0,83.0,70.1,390.0,374.0,392.0,377.0,Level 3,1 Grade Level Below
1212413,41,1,M,0,Paid Lunch [0],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,47.0,35.0,49.0,16.0,10.0,803.0,139.0,72.0,62.3,431.0,432.0,478.0,424.0,Level 5,Mid or Above Grade Level
1212431,41,2,M,D,Direct Cert/Free Lunch [D],Black or African American,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,,,25.0,3.0,10.0,760.0,124.0,12.0,25.3,415.0,378.0,412.0,445.0,Level 2,1 Grade Level Below
1212531,41,1,M,D,Direct Cert/Free Lunch [D],White,ZZ,Not applicable [ZZ],,,,,N,N,N,Not homeless [Z],Z - Not homeless,Z,Not 504 Eligible[Z],EN,35.0,64.0,39.0,4.0,11.0,712.0,108.0,24.0,35.1,389.0,394.0,401.0,362.0,Level 2,1 Grade Level Below
