student_id,gender,ethnicity,race,language,ble_kg_fall,del_kg_fall,rvo_kg_fall,syn_kg_fall,evo_kg_fall,lcp_kg_fall,nwr_kg_fall,srt_kg_fall,lnc_kg_fall,lsc_kg_fall,rao_kg_fall,wppsi4_rv_ss,wppsi4_rv_raw,wppsi4_pn_ss,wppsi4_pn_raw,wppsi4_mr_ss,wppsi4_mr_raw,ktea3_nwd_ss,ktea3_nwd_raw,ktea3_lwr_ss,ktea3_lwr_raw,celf5_sc_ss,celf5_sc_raw,celf5_rs_ss,celf5_rs_raw
11_19_0_1160,female,not hispanic,white,0.0,0.134679979,-0.374732728,-0.231858643,,,0.217753719,-0.356353378,0.012410435,,,,,,,,,,,,,,,,,
11_19_0_1161,male,hispanic,white,0.0,0.393794332,-0.494674691,0.068528894,-0.672740129,0.394296548,,-1.154987561,,38.0,,34.0,,,,,,,,,,,,,,
11_19_0_1162,female,not hispanic,white,0.0,0.156189746,-0.613689886,0.349434016,,,-0.601134325,0.024974038,-0.566987243,,,,,,,,,,,,,,,,,
11_19_0_1163,female,not hispanic,white,0.0,0.089468339,-1.487539304,-0.58593464,-0.568830837,-0.061446182,,-0.781571679,,47.0,,42.0,,,,,,,,,,,,,,
11_19_0_1164,female,not hispanic,white,0.0,0.10797096,-0.863257489,-0.124844854,,,0.181914159,-0.60534684,-0.276295995,,,,,,,,,,,,,,,,,
11_19_0_1165,female,not hispanic,white,0.0,0.524075462,-0.92353858,-0.969632202,-1.22699157,-0.85547068,,-0.560567351,,20.0,,26.0,,,,,,,,,,,,,,
11_19_0_1166,male,not hispanic,black or african american,0.0,0.203917889,-1.017343558,-1.098781177,,,-1.46864002,-0.697583848,-1.57185596,,,,,,,,,,,,,,,,,
11_19_0_1167,female,not hispanic,black or african american,0.0,-0.867372561,-1.100830352,-0.831857253,-0.373793756,-0.773205876,,-2.11328818,,11.0,,4.0,,,,,,,,,,,,,,
11_19_0_1168,male,not hispanic,white,0.0,-0.818207209,-0.898595626,-0.945754289,,,-0.541813305,-0.974956957,0.14154967,,,,,,,,,,,,,,,,,
11_19_0_1169,male,not hispanic,multi-racial,0.0,-0.234124758,-0.982126253,-0.628552372,-2.160636582,-0.66384084,,-0.044225848,,33.0,,36.0,,,,,,,,,,,,,,
11_19_0_1170,male,not hispanic,white,0.0,-0.106469284,-0.480849983,-1.057259435,,,-0.741831372,-0.13891399,-0.697490925,,,,,,,,,,,,,,,,,
11_19_0_1171,male,not hispanic,black or african american,0.0,-0.599650619,-1.529714707,-1.400211931,-1.073002653,-1.062609135,,-1.876249205,,19.0,,28.0,,,,,,,,,,,,,,
11_19_0_1172,male,not hispanic,multi-racial,0.0,-1.635509452,-2.257350842,-0.870566191,,,-1.537226941,-2.05947567,-2.006109753,,,,,,,,,,,,,,,,,
11_19_0_1173,male,hispanic,white,0.0,0.687668646,-0.575749411,-0.482002792,-0.241624975,0.514864858,,-0.777747198,,40.0,,34.0,,,,,,,,,,,,,,
11_19_0_1174,,,,,1.436016879,-0.524226291,-0.376912529,,,-0.47137609,-0.663349356,0.343276109,,,,,,,,,,,,,,,,,
11_19_0_1175,female,not hispanic,asian,0.0,0.286669246,-0.775289417,-1.062376665,-2.160636582,-1.748741437,,-1.118799163,,46.0,,26.0,,,,,,,,,,,,,,
11_19_0_1176,male,not hispanic,black or african american,0.0,-1.255902062,-2.257350842,-1.564868017,,,-1.948431249,-0.445099368,-0.922164217,,,,,,,,,,,,,,,,,
11_19_0_1177,female,hispanic,white,1.0,0.107150108,-1.01940145,-0.321800131,-0.499504181,-1.021451058,,0.057087929,,30.0,,29.0,,,,,,,,,,,,,,
11_19_0_1178,male,not hispanic,white,0.0,0.413923847,-1.114457263,-0.033526713,,,-0.562662355,-1.329521396,-0.276295995,,,,,,,,,,,,,,,,,
11_19_0_1179,female,not hispanic,white,0.0,0.308292201,0.319196931,0.628458285,-0.32746735,0.98342586,,-0.674362119,,32.0,,37.0,,,,,,,,,,,,,,
11_19_0_1180,female,not hispanic,asian,0.0,-0.061035477,-1.261863346,-0.976147598,,,-0.897614777,-0.805171049,-0.819594653,,,,,,,,,,,,,,,,,
11_19_0_1181,female,not hispanic,white,0.0,0.909088141,0.032887966,0.628458285,-0.002624749,-0.379429272,,-1.81434597,,46.0,,31.0,,,,,,,,,,,,,,
11_19_0_1182,male,,black or african american,0.0,-0.819379767,-2.257350842,-0.959919489,,,-1.236387935,-0.507335159,-1.57185596,,,,,,,,,,,,,,,,,
11_19_0_1183,male,not hispanic,white,0.0,0.663611794,-0.536373471,-0.91969992,-0.356728557,-1.1720336,,-1.131733178,,26.0,,51.0,,,,,,,,,,,,,,
11_19_0_1185,female,not hispanic,white,0.0,0.095628501,-0.699609842,0.525299162,-1.107451513,0.380758234,,-1.303324254,,40.0,,34.0,,,,,,,,,,,,,,
11_19_0_1186,male,not hispanic,multi-racial,0.0,0.063572585,-1.002679228,0.154986961,,,-1.33310994,-2.300593323,-1.056604029,,,,,,,,,,,,,,,,,
11_19_0_1187,female,not hispanic,black or african american,0.0,-1.301997772,-1.479474706,-1.823033745,-1.440351427,-2.542551118,,-0.527666844,,25.0,,24.0,,,,,,,,,,,,,,
11_19_0_1188,female,not hispanic,white,0.0,0.415933541,-0.091456038,-0.014963942,,,-0.601045911,-1.402528629,0.012410435,,,,,,,,,,,,,,,,,
11_19_0_1189,male,,black or african american,0.0,-1.8695606,-2.330603465,-1.061279873,-2.160636582,-2.528065435,,-2.11328818,,9.0,,11.0,,,,,,,,,,,,,,
11_19_0_1190,female,not hispanic,multi-racial,0.0,-0.611803967,-1.053195834,-1.744074467,,,0.095152779,-2.05947567,-2.006109753,,,,,,,,,,,,,,,,,
11_19_0_1191,female,not hispanic,black or african american,0.0,-0.563323547,-1.928098201,-0.906419163,-1.507398849,-1.649319146,,-1.352944826,,39.0,,20.0,,,,,,,,,,,,,,
11_19_0_1192,female,not hispanic,black or african american,0.0,0.202746956,-1.209224568,-0.419000544,,,-0.428800025,-1.185421252,-0.697490925,,,,,,,,,,,,,,,,,
11_19_0_1193,male,not hispanic,white,0.0,0.609632142,-0.489251828,-0.836129467,-0.537631054,-0.621459952,,-2.064540151,,39.0,,25.0,,,,,,,,,,,,,,
11_19_0_1194,female,not hispanic,black or african american,0.0,-1.635509452,-2.257350842,-1.293164689,,,-1.731300606,-1.111662186,-1.57185596,,,,,,,,,,,,,,,,,
11_19_0_1195,male,not hispanic,black or african american,0.0,-1.8695606,-1.01940145,-0.551910058,-1.06124725,-1.523244563,,-1.81684965,,35.0,,28.0,,,,,,,,,,,,,,
11_19_0_1196,male,not hispanic,black or african american,0.0,0.866750416,0.672789397,0.628458285,-0.730776634,0.224079378,,0.526333908,,78.0,,45.0,,,,,,,,,,,,,,
11_19_0_1197,male,not hispanic,white,0.0,0.392970866,-1.114457263,-0.473387469,,,-0.456550054,-0.144609763,-0.293516096,,,,,,,,,,,,,,,,,
11_19_0_1198,female,not hispanic,white,0.0,,-0.61771744,,-0.780660815,-1.059183109,,,,,,36.0,,,,,,,,,,,,,,
11_19_0_1199,female,not hispanic,white,0.0,-0.126680698,-0.777532884,0.53080797,,,-0.485293366,0.548069304,0.234064934,,,,,,,,,,,,,,,,,
11_19_0_1200,male,not hispanic,white,0.0,-0.188433911,-0.598382449,0.525299162,-1.326176027,0.09141137,,0.2636131,,39.0,,38.0,,,,,,,,,,,,,,
11_19_0_1201,male,not hispanic,white,0.0,0.983526343,-0.319130395,0.325160475,,,-0.47137609,-2.593557871,0.19933105,,,,,,,,,,,,,,,,,
11_19_0_1202,male,not hispanic,white,0.0,1.343847237,-0.192511654,0.150453232,-0.53362779,0.178505849,,0.406760695,,46.0,,36.0,,,,,,,,,,,,,,
11_19_0_1203,female,not hispanic,multi-racial,0.0,0.088146645,-1.856870063,0.349434016,,,-0.767577663,1.02159819,0.19933105,,,,,,,,,,,,,,,,,
11_19_0_1204,female,not hispanic,white,0.0,1.343847237,-1.341623346,0.150453232,-0.349366463,-0.298407697,,0.279413229,,40.0,,42.0,,,,,,,,,,,,,,
11_19_0_1205,female,not hispanic,white,0.0,0.415933541,-1.195606329,0.349434016,,,-0.827298975,-1.376164373,-1.530990302,,,,,,,,,,,,,,,,,
11_19_0_1206,female,not hispanic,white,0.0,-1.8695606,-1.797950982,-3.575070205,-1.725138538,-1.251825668,,-1.42217334,,34.0,,7.0,,,,,,,,,,,,,,
11_19_0_1207,male,not hispanic,white,0.0,-0.195306883,-1.227716651,-1.019405268,,,-0.515439515,-0.096282218,-1.056604029,,,,,,,,,,,,,,,,,
11_19_0_1208,female,not hispanic,white,0.0,-1.8695606,-1.341623346,-0.842778999,-0.506377054,-0.454973632,,0.205993923,,29.0,,50.0,,,,,,,,,,,,,,
11_19_0_1209,male,hispanic,multi-racial,1.0,0.374573718,-0.636628353,-0.713710505,,,-0.212855501,-1.09642623,-0.604409167,,,,,,,,,,,,,,,,,
11_19_0_1210,,,,,0.44569321,0.005599338,-0.621828431,-0.035628666,-0.448447151,,-0.063081574,,39.0,,43.0,,,,,,,,,,,,,,
11_19_0_1213,,not hispanic,black or african american,0.0,-1.06673966,-2.330603465,-2.64192765,,-2.375010763,,-1.605243011,,20.0,,22.0,,,,,,,,,,,,,,
11_19_0_1214,male,not hispanic,black or african american,0.0,-0.526329605,-0.90523586,-2.922562209,,,-0.889843674,-1.461337309,-2.006109753,,,,,,,,,,,,,,,,,
11_19_0_1215,female,not hispanic,white,0.0,-0.490115913,-0.144463666,-0.706278774,-0.840569494,-0.60610277,,0.210591495,,34.0,,25.0,,,,,,,,,,,,,,
11_19_0_1216,male,not hispanic,black or african american,0.0,-1.635509452,-2.257350842,-1.838107839,,,-1.698338635,-2.593557871,-2.006109753,,,,,,,,,,,,,,,,,
11_19_0_1217,female,not hispanic,black or african american,0.0,-1.26301613,-1.566410177,-0.44720295,-0.550122467,-0.159490984,,-0.691109338,,42.0,,27.0,,,,,,,,,,,,,,
11_19_0_1218,,,,,-0.005243952,-2.257350842,-1.030296229,,,-0.315816575,-0.911855044,-0.075158011,,,,,,,,,,,,,,,,,
11_19_0_1219,female,hispanic,multi-racial,0.0,1.436016879,0.009841023,0.632107298,,,-0.170809677,0.296374853,0.64042881,,,,,,,,,,,,,,,,,
11_19_0_1220,,,,,-1.635509452,-1.459871827,-1.275923468,,,-0.733230086,-0.090148605,-1.299753518,,,,,,,,,,,,,,,,,
11_19_0_1222,male,not hispanic,white,0.0,0.124745659,-0.574015944,-0.489928475,,,-0.664128241,-0.018400585,0.318569365,,,,,,,,,,,,,,,,,
11_19_0_1223,male,not hispanic,white,0.0,1.343847237,0.319196931,0.451903358,-0.026921528,0.461586111,,0.303016859,,69.0,,42.0,,,,,,,,,,,,,,
11_19_0_1224,female,not hispanic,asian,1.0,0.718860345,0.519610214,-1.067410808,,,-0.016131481,-0.507335159,-0.276295995,,,,,,,,,,,,,,,,,
11_19_0_1225,male,not hispanic,white,0.0,0.086586318,-0.81429512,-1.26550258,-2.160636582,-0.629733135,,-2.617118257,,22.0,,26.0,,,,,,,,,,,,,,
11_19_0_1226,male,not hispanic,white,0.0,0.983526343,0.262739457,0.417387521,,,0.672241547,-1.28021288,0.541311662,,,,,,,,,,,,,,,,,
11_19_0_1227,male,hispanic,white,1.0,0.721186781,-0.344286609,-1.917354462,-0.465340141,-0.656616027,,0.133774692,,47.0,,36.0,,,,,,,,,,,,,,
11_19_0_1228,female,not hispanic,asian,1.0,0.344182726,-1.084324471,-1.487883851,,,-1.392599915,-0.191180636,-1.57185596,,,,,,,,,,,,,,,,,
11_19_0_1229,female,not hispanic,white,0.0,0.870092044,0.319196931,0.150453232,-0.106648877,0.212214611,,-0.044225848,,50.0,,41.0,,,,,,,,,,,,,,
11_19_0_1230,male,not hispanic,other,0.0,0.995576298,-1.092495923,0.041704373,,,-0.363894671,-1.320254986,0.14154967,,,,,,,,,,,,,,,,,
11_19_0_1231,male,not hispanic,white,0.0,0.263460992,-0.417249524,-0.961615024,-0.970694702,-0.768318947,,-1.537882106,,36.0,,36.0,,,,,,,,,,,,,,
11_19_0_1232,male,not hispanic,white,0.0,-1.635509452,-0.03328944,-0.019932937,,,-0.485293366,0.296374853,0.215303953,,,,,,,,,,,,,,,,,
11_19_0_1233,male,not hispanic,black or african american,0.0,-0.243228744,-1.529714707,-0.072786011,-1.756505231,-1.257209554,,-1.683474967,,31.0,,29.0,,,,,,,,,,,,,,
11_19_0_1234,male,not hispanic,white,0.0,0.719461041,0.444653166,0.090092579,,,0.43499299,-0.550616896,0.184358807,,,,,,,,,,,,,,,,,
11_19_0_1235,male,not hispanic,white,0.0,-0.749663013,0.005599338,-0.187510068,-0.543788135,0.05908869,,-0.605800147,,33.0,,30.0,,,,,,,,,,,,,,
11_20_0_2404,male,hispanic,white,1.0,0.402248727,-2.315712213,-2.050043945,-1.680301324,-2.250410477,-0.492825474,,-1.153406179,36.0,,36.0,,,4.0,10.0,,,80.0,1.0,88.0,20.0,,,1.0,0.0
11_21_0_3000,,,,,-0.317874064,-2.315712213,-0.772848702,-2.137801366,-0.581316829,-0.305425331,,-0.452582184,25.0,,20.0,,,12.0,19.0,,,83.0,2.0,84.0,18.0,,,11.0,30.0
11_21_0_3005,,,,,0.228328451,-0.976342247,0.647180122,-0.844613112,0.319842528,-0.161393227,,0.446699718,44.0,,50.0,,,17.0,22.0,,,88.0,4.0,97.0,25.0,,,16.0,49.0
11_21_0_3006,female,not hispanic,multi-racial,0.0,0.976805668,-0.700174739,-0.162767016,-0.844341642,0.599646837,0.756314873,,-0.321900493,27.0,,30.0,,,13.0,20.0,,,97.0,8.0,90.0,21.0,,,10.0,26.0
11_21_0_3007,,,,,-0.149018237,-0.955717957,-1.430628919,-2.137801366,-0.355069546,-0.919886594,,-0.637628441,37.0,,34.0,,,,,,,,,,,,,,
11_21_0_3011,,,,,-0.988400639,-0.521193169,-0.469352825,-0.674348101,-0.3586292,0.069403616,,-0.180400087,30.0,,50.0,,,,,,,,,,,,,,
11_21_0_3018,male,not hispanic,multi-racial,0.0,0.738167583,-0.93333879,-0.905305565,-0.341064455,-0.135169912,-0.34769572,,-0.455365443,30.0,,24.0,,,8.0,15.0,,,99.0,9.0,90.0,21.0,,,10.0,26.0
11_21_0_3024,,,,,,-2.315712213,,,-0.921452855,-0.751526622,,-0.130168827,,,27.0,,,,,,,,,,,,,,
11_21_0_3028,,,,,0.909690465,-0.708028169,-0.606378969,-0.61476509,0.294187545,0.084255103,,0.443564116,22.0,,19.0,,,,,,,,,,,,,,
11_21_0_3031,female,not hispanic,white,0.0,0.351412905,-1.38894266,-0.316236466,-1.035220512,-0.602670537,-0.152699605,,0.540141782,32.0,,44.0,,,17.0,22.0,,,86.0,3.0,83.0,17.0,,,14.0,40.0
11_21_0_3033,male,not hispanic,white,0.0,0.586399245,-0.04762328,0.230041129,-0.645004192,0.599646837,0.756314873,,1.019913783,37.0,,27.0,,,17.0,22.0,,,128.0,29.0,129.0,53.0,,,17.0,51.0
11_21_0_3037,female,not hispanic,white,0.0,0.738099317,-0.510601021,0.219000976,-0.020303908,0.759501329,0.478217691,,0.073809371,32.0,,44.0,,,13.0,20.0,,,95.0,7.0,106.0,31.0,,,13.0,38.0
11_21_0_3038,,,,,0.533198175,0.248983698,-1.139951127,-0.406581434,0.031174132,-0.152699605,,-0.452582184,36.0,,25.0,,,,,,,,,,,,,,
11_21_0_3039,,,,,-0.340352089,-1.18354245,-0.597324708,-1.152473515,-0.387255227,-1.126000651,,-0.088585532,19.0,,10.0,,,,,,,,,,,,,,
11_21_0_3041,female,not hispanic,multi-racial,0.0,0.218258273,-2.315712213,0.647180122,-1.054484863,-0.803685379,0.069403616,,-1.896567952,,,24.0,,,12.0,19.0,,,97.0,8.0,90.0,21.0,,,11.0,27.0
11_21_0_3044,male,hispanic,white,1.0,0.94686536,-0.35929815,-0.865751086,-0.61722933,-0.308400163,-0.374262821,,0.224743154,47.0,,36.0,,,9.0,16.0,,,95.0,7.0,117.0,41.0,,,13.0,35.0
11_21_0_3046,,,,,0.738099317,-0.440360114,-1.065741434,-0.109441374,-0.191237399,-0.558251873,,-0.060527821,38.0,,43.0,,,15.0,21.0,,,86.0,3.0,90.0,21.0,,,11.0,27.0
11_21_0_3061,male,not hispanic,white,0.0,-0.302802092,-1.783841554,-1.406531821,-1.407856828,-1.348702807,-1.152522769,,-0.39994089,5.0,,26.0,,,7.0,13.0,,,76.0,0.0,81.0,16.0,,,9.0,19.0
11_21_0_3067,female,not hispanic,white,0.0,-0.263005817,-1.541633386,0.219000976,-0.827865404,-0.371451276,-0.161393227,,-0.126471796,21.0,,26.0,,,12.0,19.0,,,76.0,0.0,81.0,16.0,,,11.0,28.0
11_21_0_3076,,,,,-0.780689789,-0.697907803,-0.640372469,-0.334062559,0.158744882,0.035103058,,-0.39545419,29.0,,37.0,,,15.0,21.0,,,95.0,7.0,105.0,30.0,,,11.0,30.0
11_21_0_3127,,,,,0.689748315,-0.976342247,-0.691180629,-0.628393676,0.265632836,-1.078540737,,-0.54369729,24.0,,7.0,,,,,,,,,,,,,,
11_21_0_3141,,,,,,-1.514798266,,,,-0.886128777,,,,,,,,,,,,,,,,,,,
11_21_0_3169,male,hispanic,white,1.0,-1.029624764,-0.04762328,-0.148677835,-0.109441374,-0.022798435,-0.948353816,,-0.126471796,23.0,,32.0,,,10.0,17.0,,,129.0,30.0,127.0,51.0,,,11.0,28.0
11_21_0_3174,,,,,0.94686536,-0.04762328,-1.449624928,0.259622233,-0.287072755,0.069403616,,0.443564116,29.0,,18.0,,,11.0,18.0,,,101.0,10.0,109.0,34.0,,,12.0,32.0
11_21_0_3188,,,,,0.343414018,-0.708028169,-0.167652777,-0.446534891,-0.672037121,-0.158031856,,0.195179808,22.0,,31.0,,,,,,,,,,,,,,
11_21_0_3203,,,,,0.163076675,0.927384261,0.554219873,-0.5539878,-0.178677184,0.511716054,,0.446699718,25.0,,25.0,,,,,,,,,,,,,,
11_21_0_3242,,,,,0.426921147,0.226564645,-1.535043936,-0.559713311,-1.714333414,0.069403616,,-0.388402,10.0,,26.0,,,,,,,,,,,,,,
11_21_0_3676,,,,,0.214066948,-2.613137617,-1.186575598,-2.137801366,-1.035858391,,,-1.127263092,,,,,,8.0,15.0,,,76.0,0.0,81.0,16.0,,,7.0,14.0
11_22_0_4000,,,,,-0.047078293,-0.861404158,-0.189024427,0.090451257,-0.087566258,,,0.206274409,,,,,,15.0,21.0,,,102.0,11.0,109.0,34.0,,,11.0,30.0
11_22_0_4001,female,not hispanic,white,0.0,0.246381954,-0.812976654,0.272186715,-0.530084322,-0.510724449,,,0.092685268,,,,,,18.0,23.0,,,91.0,5.0,93.0,23.0,,,13.0,35.0
11_22_0_4002,,,,,-0.269767352,-0.953968005,-0.659067508,-0.056609877,0.969189435,,,0.443564116,,,,,,12.0,19.0,,,113.0,18.0,113.0,37.0,,,14.0,43.0
11_22_0_4003,male,hispanic,white,1.0,0.012175375,-1.154420248,-0.381604383,-0.065082717,0.182321615,,,-0.321900493,,,,,,12.0,19.0,,,80.0,1.0,95.0,24.0,,,12.0,31.0
11_22_0_4004,,,,,0.922729691,-0.760956827,-0.640036446,-0.417517117,-0.607377662,,,-0.052903673,,,,,,8.0,14.0,,,95.0,7.0,104.0,29.0,,,12.0,33.0
11_22_0_4005,,,,,-0.263005817,-2.136063204,-0.086921046,-0.502144566,0.275186659,,,0.092685268,,,,,,11.0,18.0,,,95.0,7.0,105.0,30.0,,,12.0,32.0
11_22_0_4006,,,,,0.481877065,-0.143382397,-1.171795932,0.509332424,-0.216956259,,,-0.452582184,,,,,,10.0,17.0,,,83.0,2.0,119.0,43.0,,,9.0,19.0
11_22_0_4007,female,not hispanic,white,0.0,0.850254141,0.271351426,-0.142399741,-0.492816102,0.239530024,,,1.050198608,,,,,,18.0,23.0,,,80.0,1.0,105.0,30.0,,,,
11_22_0_4008,,,,,0.387829919,-1.134956299,-1.497741809,-0.383820437,-0.541938574,,,0.999925946,,,,,,15.0,21.0,,,101.0,10.0,104.0,29.0,,,14.0,43.0
11_22_0_4009,,,,,0.371501157,-0.139673973,-1.647835081,0.028880884,-0.197693791,,,-0.398221198,,,,,,12.0,19.0,,,105.0,13.0,106.0,31.0,,,13.0,38.0
11_22_0_4010,,,,,1.349391033,-0.703026248,-0.363205038,-2.137801366,-0.100619625,,,-0.126471796,,,,,,9.0,16.0,,,101.0,10.0,106.0,31.0,,,14.0,39.0
11_22_0_4011,female,not hispanic,white,0.0,-1.626013165,-2.613137617,0.597684576,-2.137801366,-3.424881005,,,-1.791275892,,,,,,18.0,23.0,,,102.0,11.0,105.0,30.0,,,17.0,53.0
11_22_0_4012,,,,,0.978318356,-1.196984738,-0.859939303,-0.523055172,0.468780005,,,0.22761091,,,,,,11.0,18.0,,,97.0,8.0,107.0,32.0,,,14.0,41.0
11_22_0_4013,female,not hispanic,white,0.0,-0.095083267,-1.561639119,0.687210764,-0.644866325,-0.56325402,,,-0.994030893,,,,,,12.0,19.0,,,80.0,1.0,93.0,23.0,,,9.0,22.0
11_22_0_4014,,,,,-0.180680525,-0.57288524,-0.359574403,-0.612515792,-0.89260042,,,-0.207856794,,,,,,11.0,18.0,,,93.0,6.0,93.0,23.0,,,8.0,17.0
11_22_0_4015,,,,,0.088851436,-0.597201199,-1.495245433,-0.065082717,0.428476424,,,1.124745219,,,,,,15.0,21.0,,,102.0,11.0,93.0,23.0,,,18.0,55.0
11_22_0_4016,,,,,0.104714306,-1.214191417,0.288004781,-0.100213594,-0.561057608,,,0.505664506,,,,,,12.0,19.0,,,101.0,10.0,104.0,29.0,,,12.0,32.0
11_22_0_4017,,,,,-1.626013165,-1.450477625,-0.670627165,-0.314964532,-0.125160089,,,-1.033584163,,,,,,13.0,20.0,,,95.0,7.0,104.0,29.0,,,10.0,25.0
11_22_0_4018,male,not hispanic,multi-racial,0.0,0.934640155,0.187850158,0.205636873,-0.793472814,-0.557753755,,,-1.078078529,,,,,,9.0,16.0,,,105.0,13.0,119.0,43.0,,,11.0,28.0
11_22_0_4019,male,not hispanic,white,0.0,0.715607337,-0.941355878,-2.072213591,-1.141142627,0.148146985,,,-0.769888336,,,,,,15.0,21.0,,,105.0,13.0,105.0,30.0,,,9.0,20.0
11_22_0_4020,,,,,0.001179528,-1.040042822,-0.426648189,-0.967875532,-0.810485452,,,-0.182033322,,,,,,11.0,18.0,,,86.0,3.0,104.0,29.0,,,10.0,26.0
11_22_0_4021,,,,,0.555981803,-0.677584729,0.189829875,-0.836482381,0.521137673,,,1.007033069,,,,,,12.0,19.0,,,99.0,9.0,105.0,30.0,,,16.0,50.0
11_22_0_4022,male,hispanic,white,1.0,-0.363986218,-1.311794439,-1.905311863,-2.137801366,-1.512030434,,,-0.997225378,,,,,,7.0,13.0,,,91.0,5.0,104.0,29.0,,,8.0,18.0
11_22_0_4023,,,,,-0.032146321,-1.337659347,-0.472571529,-2.137801366,-0.911101751,,,-0.485552212,,,,,,10.0,17.0,,,97.0,8.0,91.0,22.0,,,12.0,32.0
11_22_0_4024,,,,,0.102918979,-0.763091541,-0.211875756,-1.680301324,0.521137673,,,0.148912494,,,,,,12.0,19.0,,,83.0,2.0,93.0,23.0,,,,
11_22_0_4025,,,,,0.934640155,-1.095217019,-0.352172747,-2.137801366,-0.718778704,,,-0.815852217,,,,,,9.0,16.0,,,93.0,6.0,103.0,28.0,,,9.0,22.0
11_22_0_4026,male,not hispanic,white,0.0,0.401327183,-0.511134889,-0.742061815,-0.120822485,-0.364196721,,,0.251011119,,,,,,11.0,18.0,,,99.0,9.0,103.0,28.0,,,14.0,43.0
11_22_0_4027,,,,,,-0.922601246,0.044860904,-0.109441374,-0.123224545,,,,,,,,,11.0,18.0,,,97.0,8.0,93.0,23.0,,,15.0,47.0
11_22_0_4054,,,,,-1.973400415,-2.307407777,,,,,,-1.743359711,,,,,,4.0,9.0,,,80.0,1.0,101.0,27.0,,,1.0,0.0
11_22_0_4055,,,,,0.202354806,-0.59104324,,,,,,0.028510694,,,,,,11.0,18.0,,,86.0,3.0,115.0,39.0,,,8.0,18.0
11_22_0_4056,,,,,0.455111116,-0.560385582,,,,,,0.129059745,,,,,,15.0,21.0,,,91.0,5.0,104.0,29.0,,,,
11_22_0_4057,,,,,-0.448813932,-0.614800277,,,,,,0.325577664,,,,,,,,,,88.0,4.0,103.0,28.0,,,12.0,33.0
11_22_0_4058,male,not hispanic,multi-racial,0.0,1.003373895,0.549337658,,,,,,0.667359484,,,,,,18.0,23.0,,,104.0,12.0,,,,,17.0,54.0
11_22_0_4059,,,,,-0.422384869,-0.777364042,,,,,,-1.061074968,,,,,,15.0,21.0,,,,,93.0,23.0,,,10.0,25.0
11_22_0_4060,female,not hispanic,multi-racial,1.0,0.252422436,-0.45436685,,,,,,0.048424888,,,,,,15.0,21.0,,,91.0,5.0,103.0,28.0,,,12.0,31.0
11_22_0_4061,,,,,-0.418647438,-0.635138422,,,,,,-0.340202036,,,,,,12.0,19.0,,,93.0,6.0,103.0,28.0,,,11.0,30.0
11_22_0_4062,female,not hispanic,white,0.0,0.049924089,-1.109986331,,,,,,-0.836872033,,,,,,7.0,13.0,,,88.0,4.0,91.0,22.0,,,11.0,28.0
11_22_0_4063,,,,,0.640965356,0.178038926,,,,,,0.499314077,,,,,,15.0,21.0,,,95.0,7.0,108.0,33.0,,,,
11_22_0_4064,,,,,-0.475683922,-2.002452135,,,,,,-2.179055238,,,,,,5.0,10.0,,,76.0,0.0,99.0,26.0,,,7.0,13.0
11_22_0_4065,,,,,-0.121065008,-0.179223792,,,,,,0.136547055,,,,,,15.0,21.0,,,97.0,8.0,104.0,29.0,,,14.0,42.0
11_22_0_4066,,,,,-0.045122693,-2.307407777,,,,,,-0.466750984,,,,,,12.0,19.0,,,97.0,8.0,117.0,41.0,,,11.0,29.0
11_22_0_4067,,,,,0.248251496,-1.199397769,,,,,,-1.369761341,,,,,,13.0,20.0,,,88.0,4.0,108.0,33.0,,,11.0,28.0
11_22_0_4068,,,,,0.088530205,-1.438059856,,,,,,-0.439816847,,,,,,,,,,88.0,4.0,99.0,26.0,,,11.0,30.0
11_22_0_4069,female,not hispanic,white,1.0,0.532420566,-0.243434988,,,,,,0.959290255,,,,,,13.0,20.0,,,86.0,3.0,93.0,23.0,,,15.0,46.0
11_22_0_4070,,,,,0.216104839,-0.132119947,,,,,,-0.706657106,,,,,,11.0,18.0,,,113.0,18.0,140.0,61.0,,,12.0,31.0
11_22_0_4071,male,not hispanic,other,1.0,0.239515798,-1.107132779,,,,,,-0.353652386,,,,,,12.0,19.0,,,83.0,2.0,101.0,27.0,,,11.0,27.0
11_22_0_4072,female,not hispanic,white,0.0,-0.00641643,-1.270096919,,,,,,-0.984272688,,,,,,9.0,16.0,,,83.0,2.0,97.0,25.0,,,10.0,23.0
11_22_0_4073,male,not hispanic,white,0.0,0.543721261,-0.585920214,,,,,,-0.047782568,,,,,,10.0,17.0,,,93.0,6.0,104.0,29.0,,,11.0,27.0
11_22_0_4074,,,,,0.602389259,-0.429720817,,,,,,0.566169119,,,,,,17.0,22.0,,,88.0,4.0,101.0,27.0,,,13.0,37.0
11_22_0_4075,,,,,0.182883491,-0.50759683,,,,,,-1.035428387,,,,,,15.0,21.0,,,83.0,2.0,101.0,27.0,,,,
11_22_0_4076,,,,,-0.048904652,-0.87619673,,,,,,-0.587089603,,,,,,8.0,14.0,,,93.0,6.0,108.0,33.0,,,8.0,16.0
11_22_0_4077,,,,,0.503893984,-0.221485578,,,,,,0.072192901,,,,,,15.0,21.0,,,95.0,7.0,104.0,29.0,,,,
11_22_0_4078,,,,,-0.150935354,-2.307407777,,,,,,0.034827965,,,,,,8.0,15.0,,,88.0,4.0,105.0,30.0,,,,
