student_id,gender,ethnicity,race,language,ble_kg_fall,del_kg_fall,rvo_kg_fall,syn_kg_fall,evo_kg_fall,lcp_kg_fall,nwr_kg_fall,srt_kg_fall,lnc_kg_fall,lsc_kg_fall,rao_kg_fall,wppsi4_rv_ss,wppsi4_rv_raw,wppsi4_pn_ss,wppsi4_pn_raw,wppsi4_mr_ss,wppsi4_mr_raw,ktea3_nwd_ss,ktea3_nwd_raw,ktea3_lwr_ss,ktea3_lwr_raw,celf5_sc_ss,celf5_sc_raw,celf5_rs_ss,celf5_rs_raw
11_18_0_0109,,,,,-0.248619711,,-0.181904826,-0.405980419,0.290810364,-0.670179338,-1.175852968,-0.459045567,35.0,,,14.0,27.0,12.0,20.0,13.0,19.0,97.0,6.0,97.0,28.0,14.0,25.0,13.0,39.0
11_18_0_0110,,,,,-0.17151077,,-0.903762201,-1.064020102,-1.244968858,-1.102127478,-1.026739988,-1.963600117,25.0,,,12.0,25.0,9.0,17.0,4.0,6.0,91.0,4.0,93.0,25.0,9.0,20.0,6.0,14.0
11_18_0_0111,,,,,0.54998374,,-0.881295891,-0.989191726,-0.840638969,0.653407855,-0.321187538,0.118166083,29.0,,,12.0,25.0,9.0,17.0,10.0,16.0,94.0,5.0,96.0,27.0,9.0,20.0,11.0,32.0
11_18_0_0112,,,,,-0.270633238,,-1.224809773,-1.188983605,-0.96193136,0.176779242,-1.203397727,-0.757985391,33.0,,,10.0,22.0,8.0,16.0,4.0,5.0,94.0,5.0,93.0,25.0,5.0,10.0,11.0,31.0
11_18_0_0113,,,,,-1.96748237,,-1.709841062,-1.965625904,-2.304314024,-0.930151093,-1.664632536,-1.691406441,21.0,,,8.0,20.0,5.0,12.0,6.0,9.0,77.0,0.0,85.0,19.0,9.0,19.0,6.0,13.0
11_18_0_0114,,,,,1.228682337,,0.118501333,0.321564954,1.032724177,-0.040018228,0.31779374,0.046050369,60.0,,,15.0,28.0,14.0,21.0,12.0,18.0,128.0,25.0,125.0,51.0,12.0,24.0,9.0,24.0
11_18_0_0116,,,,,-0.81122513,,-2.62819809,-1.965625904,-2.195987178,-2.456572539,-0.013566205,-1.938730795,38.0,,,1.0,1.0,7.0,14.0,6.0,10.0,77.0,0.0,80.0,16.0,1.0,1.0,5.0,7.0
11_18_0_0117,,,,,-0.913761641,,-0.46952213,-0.718138597,-0.948002583,0.350595098,0.139038803,-0.254413131,10.0,,,,,,,,,,,,,,,,
11_18_0_0119,,,,,-1.96748237,,-1.15947473,-1.965625904,-1.380594293,-1.06783362,-0.653530193,-0.6695172,,,,8.0,19.0,7.0,14.0,5.0,8.0,99.0,7.0,109.0,37.0,6.0,13.0,9.0,25.0
11_18_0_0120,,,,,-1.96748237,,-1.968371857,-1.965625904,-1.918542967,-1.481355904,-1.816765536,-1.325308519,20.0,,,10.0,22.0,8.0,16.0,4.0,5.0,91.0,4.0,92.0,24.0,7.0,16.0,9.0,23.0
11_18_0_0121,,,,,,,-1.440549991,-1.965625904,,,,-1.599312607,30.0,,,,,,,,,,,,,,,,
11_18_0_0122,,,,,-0.807271936,,-2.062740635,-1.965625904,-1.520249071,-0.080915483,-1.850245829,-2.137393512,33.0,,,13.0,26.0,9.0,17.0,11.0,17.0,94.0,5.0,89.0,22.0,10.0,22.0,8.0,20.0
11_18_0_0123,,,,,0.431511273,,-0.521976178,-1.064020102,-0.932351931,0.344018842,-0.302471281,-0.416296112,25.0,,,10.0,22.0,14.0,21.0,13.0,19.0,94.0,5.0,99.0,29.0,14.0,25.0,11.0,34.0
11_18_0_0125,,,,,0.49465991,,-0.545363287,-0.221713934,-0.542414816,0.653407855,-1.533449441,0.025211281,30.0,,,10.0,22.0,11.0,19.0,10.0,15.0,107.0,11.0,108.0,36.0,10.0,22.0,14.0,43.0
11_18_0_0126,,,,,-1.96748237,,-2.214446592,-1.965625904,-2.477194696,-2.704763462,-2.11731762,-2.621251941,,,,,,,,,,,,,,,,,
11_18_0_0127,,,,,-0.024066442,,-0.882134697,-1.965625904,-1.157728847,-1.254700328,-1.375184012,-0.637776097,33.0,,,12.0,25.0,8.0,16.0,10.0,16.0,97.0,6.0,99.0,29.0,11.0,23.0,9.0,23.0
11_18_0_0128,,,,,0.1531383,,0.10369422,0.604930516,-0.326238744,0.344018842,-0.463992932,0.406392886,28.0,,,10.0,23.0,12.0,20.0,13.0,19.0,99.0,7.0,97.0,28.0,10.0,22.0,16.0,50.0
11_18_0_0129,,,,,-0.420098744,,-2.441402358,-1.965625904,-3.022755353,-0.541018786,-1.760497147,-1.883789612,26.0,,,6.0,16.0,5.0,12.0,4.0,6.0,85.0,2.0,92.0,24.0,8.0,17.0,7.0,18.0
11_18_0_0130,,,,,-0.810890363,,-1.583501363,-0.536097907,-0.442712292,-0.930151093,-1.736142075,0.426639381,31.0,,,7.0,18.0,11.0,19.0,13.0,19.0,85.0,2.0,93.0,25.0,7.0,16.0,12.0,36.0
11_18_0_0131,,,,,-0.336527358,,-0.592958755,-1.965625904,-1.376946229,-1.245064972,-1.026739988,-0.416296112,27.0,,,7.0,18.0,9.0,17.0,7.0,11.0,85.0,2.0,93.0,25.0,5.0,10.0,9.0,24.0
11_18_0_0132,,,,,-0.571998459,,-0.545249202,-1.965625904,-1.123994289,-0.173873882,0.139038803,-1.128034424,,23.0,,13.0,26.0,5.0,11.0,4.0,5.0,77.0,0.0,89.0,22.0,8.0,18.0,10.0,27.0
11_18_0_0133,,,,,-1.96748237,,-1.01794577,-1.965625904,-1.442406143,-1.915774118,-1.026739988,-2.077868731,33.0,,,,,,,,,,,,,,,,
11_18_0_0134,,,,,-0.456767496,,-1.440549991,-1.965625904,-1.52037714,-0.900733271,-0.92491605,-1.645290435,,17.0,,,,,,,,,,,,,,,
11_18_0_0135,,,,,-0.023164698,,-0.481821103,-1.965625904,-0.504698026,-0.001608828,-0.642076387,-0.789401745,28.0,,,8.0,20.0,9.0,17.0,6.0,9.0,82.0,1.0,89.0,22.0,9.0,19.0,9.0,26.0
11_18_0_0136,,,,,-0.710413682,,-0.710567861,-1.965625904,-2.053549516,-1.011137557,-0.597195964,-1.292559567,49.0,,,8.0,20.0,10.0,18.0,8.0,13.0,91.0,4.0,93.0,25.0,11.0,23.0,7.0,18.0
11_18_0_0137,,,,,-0.913761641,,-0.869490634,-1.965625904,-2.36575997,-0.69191086,-0.837294701,-1.177417035,,15.0,,8.0,19.0,6.0,13.0,8.0,13.0,77.0,0.0,89.0,22.0,6.0,13.0,8.0,22.0
11_18_0_0138,,,,,-1.96748237,,-1.512582828,-1.965625904,-2.03259279,-1.208893337,-0.429337112,-0.617440148,,,,10.0,22.0,9.0,17.0,7.0,11.0,77.0,0.0,88.0,21.0,7.0,16.0,11.0,33.0
11_18_0_0139,,,,,-0.895732244,,-1.74754139,-1.452185568,-1.057418556,-1.780444759,-1.129778104,-1.540453889,,5.0,,7.0,18.0,8.0,16.0,4.0,6.0,77.0,0.0,90.0,23.0,10.0,21.0,8.0,21.0
11_18_0_0141,,,,,0.609103865,,-0.917541469,-1.02703427,-0.504227969,0.080740527,-0.794593058,-0.273198881,29.0,,,8.0,20.0,12.0,20.0,8.0,12.0,85.0,2.0,95.0,26.0,11.0,23.0,11.0,33.0
11_18_0_0142,,,,,0.756239153,,-0.051692303,-0.249701347,-0.08525281,0.653407855,-0.045011305,-0.029120115,54.0,,,13.0,26.0,12.0,20.0,11.0,17.0,105.0,10.0,116.0,44.0,10.0,21.0,11.0,34.0
11_18_0_0143,,,,,0.130247576,,-0.176656605,0.113311166,-0.011864802,-0.93711868,-2.147992947,-0.469157701,20.0,,,12.0,25.0,11.0,19.0,10.0,16.0,82.0,1.0,90.0,23.0,14.0,25.0,9.0,23.0
11_18_0_0144,,,,,0.173986706,,-1.40395309,-1.965625904,-0.932351931,-1.061349937,-0.635695957,-0.728737618,29.0,,,14.0,27.0,10.0,18.0,8.0,12.0,94.0,5.0,104.0,33.0,11.0,23.0,7.0,17.0
11_18_0_0145,,,,,0.23096287,,-0.572639922,-0.822516902,-0.679057271,-1.10071247,-2.277230451,-1.987011815,7.0,,,10.0,22.0,11.0,19.0,6.0,10.0,91.0,4.0,92.0,24.0,9.0,20.0,7.0,16.0
11_18_0_0146,,,,,-1.96748237,,-1.346545845,-0.788140763,-1.112095612,0.653407855,-0.539875367,-0.828240525,33.0,,,12.0,25.0,8.0,15.0,9.0,14.0,107.0,11.0,106.0,34.0,9.0,19.0,10.0,30.0
11_18_0_0147,,,,,0.783123329,,-1.689621269,-1.965625904,-1.478293585,-0.845513001,-2.017425397,-0.660869703,22.0,,,,,,,,,,,,,,,,
11_18_0_0148,,,,,,,-2.558110599,,,,,-1.673251565,30.0,,,,,,,,,,,,,,,,
11_18_0_0149,female,not hispanic,black or african american,0.0,0.085024763,,-1.582162605,-1.452185568,-0.953224735,-0.397961898,-0.653530193,-2.288439437,35.0,,,6.0,16.0,11.0,19.0,15.0,22.0,99.0,7.0,96.0,27.0,11.0,23.0,8.0,20.0
11_18_0_0150,,,,,0.215846269,,-0.366021299,-0.560446119,-1.047451931,-0.640090427,-1.205451903,-0.828240525,38.0,,,11.0,24.0,11.0,19.0,11.0,17.0,85.0,2.0,102.0,31.0,11.0,23.0,9.0,23.0
11_18_0_0151,,,,,-0.263238666,,-1.654197236,-1.965625904,-0.476024334,0.070926809,-0.87562333,0.426639381,31.0,,,8.0,20.0,10.0,18.0,7.0,11.0,97.0,6.0,93.0,25.0,9.0,20.0,11.0,32.0
11_18_0_0152,,,,,0.154564303,,-1.828521826,-1.188983605,-0.679057271,0.344018842,-1.775059644,-1.33236466,42.0,,,10.0,23.0,12.0,20.0,12.0,18.0,85.0,2.0,100.0,30.0,10.0,22.0,9.0,26.0
11_18_0_0153,,,,,0.309948891,,-0.274047518,-0.490719862,-0.501870305,-1.295917478,-1.038758908,-1.009298983,33.0,,,13.0,26.0,12.0,20.0,12.0,18.0,85.0,2.0,96.0,27.0,12.0,24.0,11.0,32.0
11_18_0_0154,,,,,1.228682337,,-1.321398139,-1.965625904,-0.354202576,-0.299031453,-1.792149342,-1.209341769,35.0,,,8.0,19.0,10.0,18.0,9.0,14.0,91.0,4.0,90.0,23.0,12.0,24.0,9.0,25.0
11_18_0_0155,,,,,-0.741681001,-2.330603465,-1.284755528,-2.160636582,-1.105547614,-2.189942433,-2.250526725,,6.0,,18.0,7.0,18.0,9.0,17.0,4.0,5.0,77.0,0.0,74.0,13.0,3.0,5.0,3.0,3.0
11_18_0_0156,,,,,0.402677932,,-0.722526984,-1.965625904,-0.821573419,-0.128832827,-1.431717587,-0.941118128,21.0,,,10.0,23.0,9.0,17.0,11.0,17.0,88.0,3.0,90.0,23.0,12.0,24.0,8.0,20.0
11_18_0_0157,,,,,0.765426481,,-0.576256947,-0.472415148,-0.299928248,0.080740527,-1.816765536,-0.196640263,36.0,,,9.0,21.0,9.0,17.0,13.0,19.0,94.0,5.0,99.0,29.0,10.0,21.0,11.0,33.0
11_18_0_0158,,,,,-1.96748237,,-0.995203282,-1.965625904,-1.264539197,-0.763556612,-1.15156561,-1.166027894,21.0,,,10.0,23.0,5.0,12.0,9.0,14.0,94.0,5.0,90.0,23.0,10.0,22.0,6.0,11.0
11_18_0_0159,,,,,0.711187461,,-2.3560277,-1.965625904,-1.157728847,-1.32852593,-0.102940094,-0.668759134,28.0,,,,,,,,,,,,,,,,
11_18_0_0160,male,not hispanic,white,0.0,-1.96748237,,-1.979557225,-1.965625904,-1.984869221,-1.265721034,-3.021066047,-1.900191174,7.0,,,5.0,14.0,8.0,15.0,2.0,2.0,77.0,0.0,88.0,21.0,8.0,17.0,5.0,9.0
11_18_0_0161,,,,,0.331681709,,-1.177188071,-1.147273909,-1.681944261,-0.921978933,-1.036411214,-1.303735315,26.0,,,11.0,24.0,12.0,20.0,10.0,16.0,82.0,1.0,92.0,24.0,12.0,24.0,8.0,22.0
11_18_0_0162,,,,,0.035562537,,-0.969791728,-0.989191726,-1.066401908,-1.605129752,-1.352703287,-2.367774741,,30.0,,8.0,19.0,8.0,16.0,10.0,16.0,88.0,3.0,90.0,23.0,9.0,20.0,6.0,13.0
11_18_0_0163,male,not hispanic,white,0.0,-0.036194996,,-1.897606164,-1.965625904,-0.885250608,0.398470714,-0.39591078,-0.116921467,,,,8.0,20.0,10.0,18.0,11.0,17.0,77.0,0.0,93.0,25.0,10.0,22.0,9.0,25.0
11_18_0_0164,,,,,0.54408411,,-0.597120659,-0.501101204,-0.161332698,0.653407855,-1.305253163,-0.875773147,12.0,,,9.0,21.0,9.0,17.0,14.0,21.0,91.0,4.0,100.0,30.0,10.0,22.0,9.0,24.0
11_18_0_0165,,,,,-0.320011974,,-1.256457029,-1.965625904,-0.599824757,-0.524838577,-1.804557367,-2.268081776,26.0,,,8.0,20.0,11.0,19.0,7.0,11.0,94.0,5.0,97.0,28.0,9.0,20.0,9.0,24.0
11_18_0_0166,female,not hispanic,white,0.0,0.783123329,,0.353147071,-0.157234638,-0.276614286,0.653407855,-0.045011305,0.426639381,43.0,,,9.0,21.0,16.0,22.0,4.0,5.0,85.0,2.0,100.0,30.0,11.0,23.0,12.0,37.0
11_18_0_0167,,,,,0.184688638,,-1.490403849,-0.536097907,-0.617116615,0.398470714,-1.769835856,-0.660869703,25.0,,,10.0,23.0,9.0,17.0,3.0,4.0,88.0,3.0,103.0,32.0,12.0,24.0,10.0,27.0
11_18_0_0168,,,,,0.551678154,,-0.334837768,-0.750296483,-0.634443281,-0.570892622,-0.783557069,-0.57246036,39.0,,,14.0,27.0,11.0,19.0,10.0,16.0,101.0,8.0,100.0,30.0,14.0,25.0,9.0,25.0
11_18_0_0169,,,,,0.431511273,,-0.239133081,-0.536097907,-0.798827482,-0.278500099,-1.448752236,-0.487968416,25.0,,,12.0,25.0,12.0,20.0,10.0,16.0,91.0,4.0,92.0,24.0,10.0,22.0,12.0,36.0
11_18_0_0170,female,not hispanic,white,0.0,-0.12339164,,-0.222496291,-1.401151855,-0.484079463,-0.407918344,-0.667029694,-1.561835735,49.0,,,13.0,26.0,12.0,20.0,8.0,12.0,85.0,2.0,97.0,28.0,11.0,23.0,10.0,30.0
11_18_0_0171,,,,,-0.034415707,,0.157930171,-1.965625904,-2.877765148,-0.137920703,-2.73274566,-1.045186476,40.0,,,12.0,25.0,11.0,19.0,10.0,16.0,85.0,2.0,93.0,25.0,10.0,21.0,9.0,23.0
11_18_0_0174,,,,,0.121925789,,-0.59177256,-1.965625904,-2.053549516,-0.137920703,-2.73274566,-1.518513664,27.0,,,10.0,23.0,5.0,12.0,6.0,10.0,77.0,0.0,92.0,24.0,7.0,15.0,9.0,25.0
11_18_0_0175,,,,,0.431511273,,-0.379850308,-1.401151855,-0.252153622,-0.487938927,-2.196106696,-0.102117879,20.0,,,8.0,19.0,11.0,19.0,10.0,16.0,94.0,5.0,97.0,28.0,11.0,23.0,10.0,29.0
11_18_0_0176,,,,,-0.276906806,,-0.764408138,-1.965625904,-0.705808868,-0.808757595,-1.388228775,-0.273198881,13.0,,,8.0,19.0,9.0,17.0,4.0,6.0,85.0,2.0,89.0,22.0,8.0,18.0,10.0,29.0
11_18_0_0177,,,,,0.711187461,,-0.769420254,-0.485752529,-0.258362454,-0.667069894,-0.529363486,-0.416296112,37.0,,,,,,,,,,,,,,,,
11_18_0_0179,,,,,0.226070191,,-0.486370777,-0.536097907,0.243054835,0.398470714,-0.262990965,-0.217928956,40.0,,,14.0,27.0,11.0,19.0,12.0,18.0,101.0,8.0,97.0,28.0,14.0,25.0,13.0,41.0
11_18_0_0180,,,,,0.591903265,,0.546446851,-1.965625904,-0.213148682,-0.7886806,-0.684909706,-1.200871561,31.0,,,8.0,20.0,11.0,19.0,5.0,7.0,97.0,6.0,111.0,39.0,9.0,20.0,9.0,25.0
11_18_0_0181,,,,,1.228682337,,-0.9491408,-0.249701347,-0.357502746,-0.617543131,-0.275415629,-0.887828223,46.0,,,14.0,27.0,12.0,20.0,10.0,15.0,94.0,5.0,100.0,30.0,9.0,20.0,12.0,37.0
11_18_0_0182,female,not hispanic,white,0.0,0.159811493,,0.111392791,-0.255293918,-1.040222305,-0.772112442,-0.986728851,-1.190237333,16.0,,,10.0,23.0,10.0,18.0,9.0,14.0,77.0,0.0,90.0,23.0,9.0,20.0,11.0,32.0
11_18_0_0183,male,not hispanic,white,0.0,-0.201821104,,0.0872983,-0.221713934,0.320448654,0.036319854,0.11574146,0.290869716,43.0,,,10.0,23.0,14.0,21.0,12.0,18.0,101.0,8.0,112.0,40.0,10.0,22.0,10.0,28.0
11_18_0_0184,,,,,1.228682337,,-0.402441786,-0.214841886,0.059308623,0.653407855,-0.065146625,-0.328719314,40.0,,,12.0,25.0,12.0,20.0,13.0,19.0,94.0,5.0,96.0,27.0,16.0,26.0,12.0,37.0
11_18_0_0185,,,,,0.292641132,,-0.466620082,-0.282366946,-0.097788418,-0.040018228,-0.279093107,-0.273198881,50.0,,,12.0,25.0,12.0,20.0,14.0,21.0,110.0,13.0,128.0,54.0,9.0,20.0,15.0,48.0
11_18_0_0186,female,hispanic,white,0.0,0.431511273,,0.121629901,0.077528299,0.638111699,0.176779242,-0.045011305,0.118166083,38.0,,,15.0,28.0,14.0,21.0,10.0,15.0,91.0,4.0,90.0,23.0,14.0,25.0,14.0,46.0
11_18_0_0187,,,,,0.511284741,,-0.463803772,-0.235231441,0.343289376,0.040507683,-0.475836679,-1.021034447,50.0,,,11.0,24.0,10.0,18.0,11.0,17.0,97.0,6.0,96.0,27.0,16.0,26.0,10.0,28.0
11_18_0_0188,female,not hispanic,white,0.0,1.228682337,,0.196951089,0.077528299,0.580224153,0.350595098,-1.427804681,0.426639381,51.0,,,13.0,26.0,14.0,21.0,15.0,22.0,91.0,4.0,99.0,29.0,14.0,25.0,11.0,34.0
11_18_0_0189,female,not hispanic,white,0.0,1.228682337,,0.033947091,-1.401151855,-0.097829052,0.653407855,-1.026739988,-0.094217472,21.0,,,11.0,24.0,12.0,20.0,11.0,17.0,88.0,3.0,90.0,23.0,9.0,20.0,10.0,28.0
11_18_0_0190,,,,,1.228682337,,-0.119572843,0.093309455,1.032724177,0.398470714,-0.045011305,1.273367593,36.0,,,15.0,28.0,12.0,20.0,11.0,17.0,,,,,11.0,23.0,14.0,46.0
11_18_0_0191,male,hispanic,white,0.0,-0.24175947,,-1.605623653,-1.064020102,-1.812860669,-1.615365731,-0.672627318,-1.843239769,27.0,,,10.0,23.0,10.0,18.0,6.0,9.0,94.0,5.0,92.0,24.0,8.0,18.0,7.0,16.0
11_18_0_0192,male,not hispanic,white,0.0,0.556029484,,0.352989205,0.01378951,0.087238254,0.093704147,-0.539875367,1.273367593,42.0,,,,,,,,,,,,,,,,
11_18_0_0193,,,,,0.756239153,,-0.249276723,-0.718138597,-0.816763809,-0.575270841,-0.728883991,-0.273198881,67.0,,,,,,,,,,,,,,,,
11_18_0_0194,,,,,0.431511273,,-0.225525102,0.270729959,0.638111699,0.120241587,0.05754712,0.528107673,46.0,,,15.0,28.0,16.0,22.0,16.0,23.0,101.0,8.0,99.0,29.0,14.0,25.0,17.0,55.0
11_18_0_0195,female,not hispanic,white,1.0,-0.453287841,,-0.592475514,-0.822516902,-0.338955052,-1.14112203,-0.705399102,-0.953017006,15.0,,,12.0,25.0,9.0,17.0,10.0,15.0,91.0,4.0,104.0,33.0,8.0,18.0,8.0,20.0
11_18_0_0196,,,,,-0.857466719,,-0.225525102,-0.501101204,0.197407614,0.653407855,-1.125801183,-0.11569013,27.0,,,8.0,20.0,12.0,20.0,8.0,12.0,85.0,2.0,93.0,25.0,16.0,26.0,14.0,46.0
11_18_0_0197,,,,,1.228682337,,0.282419622,0.579206975,-0.161332698,-0.541018786,0.139038803,-0.519423123,50.0,,,8.0,19.0,11.0,19.0,14.0,21.0,97.0,6.0,123.0,49.0,10.0,22.0,8.0,19.0
11_18_0_0199,,,,,-0.901900026,,-0.951213996,-1.147273909,-0.875790772,-1.171612165,-2.031692358,-1.621365812,34.0,,,10.0,23.0,11.0,19.0,6.0,9.0,94.0,5.0,96.0,27.0,12.0,24.0,8.0,20.0
11_18_0_0200,male,not hispanic,white,0.0,0.556029484,,-0.370352873,-0.276763829,0.413063153,-0.667069894,-1.285365555,-0.651667143,33.0,,,13.0,26.0,14.0,21.0,13.0,20.0,94.0,5.0,93.0,25.0,7.0,15.0,12.0,36.0
11_18_0_0201,male,not hispanic,white,0.0,-0.710413682,,-1.110117965,-0.250490554,-0.248844973,0.653407855,-0.39591078,-1.059615577,,,,15.0,28.0,9.0,17.0,9.0,14.0,88.0,3.0,104.0,33.0,10.0,22.0,10.0,30.0
11_18_0_0202,male,not hispanic,multi-racial,0.0,-1.96748237,,-0.612656185,-1.147273909,-0.299928248,-0.869616439,-0.728916033,-0.660869703,33.0,,,11.0,24.0,10.0,18.0,8.0,12.0,97.0,6.0,90.0,23.0,9.0,19.0,,
11_18_0_0203,,,,,-0.14315962,,-0.169362245,-0.788140763,-0.051383557,0.264041585,-0.794593058,-0.076113749,25.0,,,13.0,26.0,11.0,19.0,10.0,16.0,88.0,3.0,92.0,24.0,10.0,22.0,10.0,30.0
11_18_0_0204,female,not hispanic,white,0.0,0.54408411,,-0.295983694,-0.718138597,0.462344401,0.653407855,-1.057051388,0.676968784,31.0,,,12.0,25.0,8.0,15.0,14.0,21.0,97.0,6.0,95.0,26.0,12.0,24.0,17.0,56.0
11_18_0_0205,female,not hispanic,white,0.0,0.676992215,,-1.003877164,-1.965625904,-1.266986881,-0.278858405,-0.031827892,0.72990511,13.0,,,11.0,24.0,8.0,15.0,10.0,15.0,85.0,2.0,93.0,25.0,10.0,22.0,14.0,43.0
11_18_0_0206,male,not hispanic,white,0.0,-0.201821104,,-0.61908338,-1.401151855,-0.46063168,-0.137920703,-0.655663155,-0.519423123,45.0,,,12.0,25.0,11.0,19.0,13.0,20.0,101.0,8.0,102.0,31.0,14.0,25.0,10.0,29.0
11_18_0_0207,,,,,0.251119667,,-0.525154098,0.292290144,-0.132638019,-0.001844794,-0.606575175,0.163812493,30.0,,,12.0,25.0,2.0,6.0,8.0,12.0,99.0,7.0,92.0,24.0,14.0,25.0,12.0,36.0
11_18_0_0208,,,,,0.80718956,,0.454897383,0.033130079,-0.011864802,0.344018842,-1.123404628,-0.273198881,46.0,,,11.0,24.0,12.0,20.0,13.0,20.0,94.0,5.0,115.0,43.0,16.0,26.0,11.0,32.0
11_18_0_0209,,,,,0.25964389,,-0.142874953,-0.536097907,0.325078645,0.398470714,-0.045011305,-0.416296112,44.0,,,12.0,25.0,12.0,20.0,12.0,18.0,116.0,17.0,128.0,54.0,16.0,26.0,13.0,41.0
11_18_0_0210,,,,,0.429756665,,0.005344526,-0.9822429,0.206796641,0.653407855,-0.475836679,0.043549299,31.0,,,9.0,21.0,10.0,18.0,10.0,15.0,85.0,2.0,95.0,26.0,16.0,26.0,15.0,48.0
11_18_0_0211,,,,,0.526193618,,-1.224809773,-0.501101204,-0.831640127,-1.652219991,0.462159722,-0.003944585,43.0,,,10.0,23.0,11.0,19.0,9.0,14.0,99.0,7.0,97.0,28.0,14.0,25.0,11.0,31.0
11_18_0_0212,,,,,0.431511273,,0.764298392,-0.098511436,-0.957196854,-0.654953569,-0.545530031,-0.650318036,25.0,,,10.0,22.0,9.0,17.0,13.0,19.0,82.0,1.0,106.0,34.0,6.0,12.0,10.0,28.0
11_18_0_0213,,,,,-0.1785061,,-2.071144831,-0.735060855,-1.681944261,-0.664653553,-0.045011305,-1.026304591,,,,3.0,10.0,6.0,13.0,1.0,0.0,91.0,4.0,93.0,25.0,6.0,14.0,8.0,20.0
11_18_0_0214,,,,,-0.350596463,,-1.390346511,-1.188983605,-0.814123071,-1.280600941,-0.323697432,-0.953017006,26.0,,,8.0,20.0,9.0,17.0,10.0,16.0,85.0,2.0,96.0,27.0,7.0,15.0,6.0,12.0
11_18_0_0215,,,,,-1.578162298,,0.615581159,,-0.230497045,0.02502213,-0.971011681,-0.933584829,25.0,,,15.0,28.0,16.0,22.0,11.0,17.0,82.0,1.0,123.0,49.0,10.0,22.0,10.0,28.0
11_18_0_0216,,,,,0.391282696,,-0.569766478,-1.965625904,-0.949051782,-0.825977587,-0.676302645,-0.196640263,26.0,,,8.0,20.0,9.0,17.0,10.0,16.0,85.0,2.0,89.0,22.0,10.0,22.0,9.0,23.0
11_18_0_0217,,,,,-0.573679173,,-0.954008542,-1.965625904,-1.964537925,-1.78933684,-2.004413751,-1.73687441,32.0,,,6.0,16.0,5.0,12.0,4.0,6.0,82.0,1.0,95.0,26.0,7.0,16.0,8.0,21.0
11_18_0_0218,,,,,-0.408681332,,-0.065789218,0.321564954,0.361836856,0.398470714,0.590851918,1.273367593,25.0,,,15.0,28.0,12.0,20.0,13.0,19.0,82.0,1.0,92.0,24.0,14.0,25.0,16.0,52.0
11_18_0_0219,,,,,0.003851275,,0.066595699,-0.255293918,-0.97690079,-1.185376644,-1.806990779,0.118166083,16.0,,,14.0,27.0,12.0,20.0,14.0,21.0,94.0,5.0,97.0,28.0,14.0,25.0,15.0,49.0
11_18_0_0220,,,,,-0.453287841,,-1.068511344,-0.681241607,-1.321853816,-0.243899099,-0.129097516,0.009546681,24.0,,,,,,,,,,,,,6.0,12.0,8.0,21.0
11_18_0_0221,male,not hispanic,multi-racial,0.0,0.564265681,,0.386085865,0.321564954,0.243054835,0.653407855,0.415619081,1.25130932,47.0,,,14.0,27.0,14.0,21.0,13.0,20.0,132.0,27.0,148.0,66.0,14.0,25.0,14.0,45.0
11_18_0_0223,,,,,0.380073977,,0.306689145,-0.469999119,-0.104550463,0.350595098,-0.045011305,-0.094217472,66.0,,,14.0,27.0,11.0,19.0,12.0,18.0,123.0,22.0,136.0,60.0,10.0,22.0,9.0,23.0
11_18_0_0224,,,,0.0,-0.201821104,,0.216841804,-0.43456099,0.092738033,-0.224669018,-0.837294701,-0.273198881,43.0,,,10.0,23.0,12.0,20.0,9.0,14.0,91.0,4.0,104.0,33.0,10.0,22.0,12.0,35.0
11_18_0_0225,,,,,1.228682337,,0.218769816,1.398333245,0.742062032,0.176779242,-0.475836679,0.513556066,64.0,,,19.0,30.0,17.0,23.0,13.0,19.0,115.0,16.0,121.0,48.0,16.0,26.0,15.0,48.0
11_18_0_0226,female,not hispanic,white,0.0,0.26710656,,-0.074228145,-0.199603827,0.01797343,0.120241587,-1.175852968,-0.512207527,29.0,,,10.0,23.0,14.0,21.0,8.0,12.0,82.0,1.0,89.0,22.0,8.0,18.0,10.0,27.0
11_18_0_0227,,,,,0.783123329,,0.015062381,-0.156268161,0.100879117,0.114187754,-0.947610746,-0.653757129,28.0,,,8.0,20.0,17.0,23.0,15.0,22.0,91.0,4.0,93.0,25.0,12.0,24.0,14.0,44.0
11_18_0_0228,,,,,0.136635607,-1.566410177,-0.396910192,-1.330604038,-1.438332421,-0.930151093,-1.274295386,-1.540195711,,,44.0,7.0,17.0,8.0,16.0,4.0,5.0,77.0,0.0,88.0,21.0,6.0,14.0,8.0,22.0
11_18_0_0229,female,not hispanic,asian,0.0,0.711187461,,-0.073114758,-0.405980419,-0.46455727,0.653407855,0.193980576,-0.334657568,60.0,,,15.0,28.0,12.0,20.0,16.0,23.0,85.0,2.0,116.0,44.0,16.0,26.0,9.0,25.0
11_18_0_0230,male,hispanic,white,0.0,-0.025902795,,-0.381573569,-0.536097907,-0.579136114,-0.742861442,0.05754712,0.335887208,35.0,,,10.0,23.0,9.0,17.0,11.0,17.0,94.0,5.0,102.0,31.0,11.0,23.0,11.0,33.0
11_18_0_0231,,,,,-0.710413682,,-0.361831788,-0.718138597,-0.852517398,-0.60930214,-0.045011305,-0.58150982,18.0,,,8.0,20.0,10.0,18.0,10.0,15.0,85.0,2.0,90.0,23.0,11.0,23.0,8.0,21.0
